;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
14589;09-04-2019;6;2019-04-09 17:00:00;2019-04-09 21:00:00;CEA_from;GOC_to
14724;09-04-2019;16;2019-04-09 06:00:00;2019-04-09 10:00:00;CEA_from;GOC_to
22122;09-04-2019;7;2019-04-09 17:00:00;2019-04-09 21:00:00;CEA_from;MGU_to
30893;09-04-2019;10;2019-04-09 10:00:00;2019-04-09 15:00:00;DAF_from;EBJ_end
38034;09-04-2019;8;2019-04-09 18:00:00;2019-04-09 22:00:00;DAF_from;MGU_to
38099;09-04-2019;8;2019-04-09 05:00:00;2019-04-09 09:00:00;DAF_from;MGU_to
43053;09-04-2019;3;2019-04-09 15:00:00;2019-04-09 21:00:00;EBJ_start;CEA_to
49861;09-04-2019;14;2019-04-09 08:00:00;2019-04-09 13:00:00;EBJ_start;DAF_to
58082;09-04-2019;10;2019-04-09 15:00:00;2019-04-09 20:00:00;EBJ_start;GOC_to
58089;09-04-2019;9;2019-04-09 12:00:00;2019-04-09 17:00:00;EBJ_start;GOC_to
73487;09-04-2019;11;2019-04-09 04:00:00;2019-04-09 09:00:00;EBJ_start;MGU_to
82699;09-04-2019;1;2019-04-09 08:00:00;2019-04-09 13:00:00;EBJ_start;NSA_to
86026;09-04-2019;6;2019-04-09 12:00:00;2019-04-09 17:00:00;EBJ_start;SKJ_to
88442;09-04-2019;11;2019-04-09 08:00:00;2019-04-09 13:00:00;EBJ_start;TYW_to
94469;09-04-2019;6;2019-04-09 06:00:00;2019-04-09 10:00:00;GOC_from;CEA_to
94666;09-04-2019;12;2019-04-09 16:00:00;2019-04-09 21:00:00;GOC_from;CEA_to
94936;09-04-2019;7;2019-04-09 17:00:00;2019-04-09 21:00:00;GOC_from;CEA_to
103658;09-04-2019;9;2019-04-09 13:00:00;2019-04-09 18:00:00;GOC_from;EBJ_end
111811;09-04-2019;1;2019-04-09 13:00:00;2019-04-09 17:00:00;GOC_from;SKJ_to
113793;09-04-2019;1;2019-04-09 18:00:00;2019-04-09 23:00:00;HAL_from;EBJ_end
119406;09-04-2019;4;2019-04-09 18:00:00;2019-04-09 22:00:00;HAL_from;MGU_to
132467;09-04-2019;2;2019-04-09 18:00:00;2019-04-09 22:00:00;HBC_from;MGU_to
133466;09-04-2019;1;2019-04-09 06:00:00;2019-04-09 10:00:00;MGU_from;CEA_to
135549;09-04-2019;8;2019-04-09 17:00:00;2019-04-09 22:00:00;MGU_from;DAF_to
135555;09-04-2019;8;2019-04-09 05:00:00;2019-04-09 09:00:00;MGU_from;DAF_to
140136;09-04-2019;6;2019-04-09 18:00:00;2019-04-09 23:00:00;MGU_from;EBJ_end
140385;09-04-2019;11;2019-04-09 06:00:00;2019-04-09 11:00:00;MGU_from;EBJ_end
147819;09-04-2019;5;2019-04-09 05:00:00;2019-04-09 09:00:00;MGU_from;HAL_to
151267;09-04-2019;10;2019-04-09 05:00:00;2019-04-09 09:00:00;MGU_from;TYE_to
155714;09-04-2019;8;2019-04-09 17:00:00;2019-04-09 10:00:00;MTR_from;EBJ_end
156037;09-04-2019;1;2019-04-09 16:00:00;2019-04-09 21:00:00;NSA_from;CEA_to
163498;09-04-2019;6;2019-04-09 13:00:00;2019-04-09 18:00:00;SKJ_from;EBJ_end
168190;09-04-2019;6;2019-04-09 06:00:00;2019-04-09 10:00:00;TYE_from;MGU_to
170071;09-04-2019;3;2019-04-09 09:00:00;2019-04-09 13:00:00;TYW_from;CEA_to
172715;09-04-2019;13;2019-04-09 09:00:00;2019-04-09 14:00:00;TYW_from;EBJ_end
