;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
5364;02-08-2019;15;2019-08-02 06:00:00;2019-08-02 11:00:00;CEA_from;EBJ_end
5629;02-08-2019;12;2019-08-02 09:00:00;2019-08-02 14:00:00;CEA_from;EBJ_end
5633;02-08-2019;8;2019-08-02 10:00:00;2019-08-02 15:00:00;CEA_from;EBJ_end
17415;02-08-2019;11;2019-08-02 05:00:00;2019-08-02 09:00:00;CEA_from;GOC_to
17637;02-08-2019;8;2019-08-02 17:00:00;2019-08-02 22:00:00;CEA_from;GOC_to
20589;02-08-2019;1;2019-08-02 17:00:00;2019-08-02 21:00:00;CEA_from;HAL_to
20601;02-08-2019;14;2019-08-02 05:00:00;2019-08-02 09:00:00;CEA_from;HAL_to
23945;02-08-2019;4;2019-08-02 09:00:00;2019-08-02 13:00:00;CEA_from;TYW_to
27824;02-08-2019;1;2019-08-02 17:00:00;2019-08-02 21:00:00;DAF_from;CEA_to
43983;02-08-2019;22;2019-08-02 08:00:00;2019-08-02 13:00:00;EBJ_start;CEA_to
44109;02-08-2019;9;2019-08-02 15:00:00;2019-08-02 21:00:00;EBJ_start;CEA_to
44131;02-08-2019;13;2019-08-02 04:00:00;2019-08-02 09:00:00;EBJ_start;CEA_to
59035;02-08-2019;8;2019-08-02 15:00:00;2019-08-02 21:00:00;EBJ_start;GOC_to
66164;02-08-2019;1;2019-08-02 15:00:00;2019-08-02 20:00:00;EBJ_start;HBC_to
72227;02-08-2019;3;2019-08-02 08:00:00;2019-08-02 14:00:00;EBJ_start;MGU_to
72573;02-08-2019;14;2019-08-02 04:00:00;2019-08-02 10:00:00;EBJ_start;MGU_to
82094;02-08-2019;5;2019-08-02 15:00:00;2019-08-02 20:00:00;EBJ_start;NSA_to
85921;02-08-2019;3;2019-08-02 15:00:00;2019-08-02 20:00:00;EBJ_start;SKJ_to
97381;02-08-2019;10;2019-08-02 05:00:00;2019-08-02 09:00:00;GOC_from;CEA_to
97464;02-08-2019;6;2019-08-02 18:00:00;2019-08-02 22:00:00;GOC_from;CEA_to
102176;02-08-2019;10;2019-08-02 17:00:00;2019-08-02 22:00:00;GOC_from;EBJ_end
111939;02-08-2019;15;2019-08-02 17:00:00;2019-08-02 21:00:00;HAL_from;CEA_to
112893;02-08-2019;1;2019-08-02 17:00:00;2019-08-02 21:00:00;HAL_from;DAF_to
124626;02-08-2019;1;2019-08-02 16:00:00;2019-08-02 22:00:00;HBC_from;EBJ_end
141480;02-08-2019;6;2019-08-02 10:00:00;2019-08-02 15:00:00;MGU_from;EBJ_end
141545;02-08-2019;12;2019-08-02 06:00:00;2019-08-02 11:00:00;MGU_from;EBJ_end
151834;02-08-2019;1;2019-08-02 06:00:00;2019-08-02 10:00:00;MGU_from;TYE_to
152066;02-08-2019;2;2019-08-02 10:00:00;2019-08-02 14:00:00;MGU_from;TYE_to
163425;02-08-2019;2;2019-08-02 17:00:00;2019-08-02 22:00:00;SKJ_from;EBJ_end
168822;02-08-2019;1;2019-08-02 06:00:00;2019-08-02 10:00:00;TYE_from;MGU_to
169965;02-08-2019;3;2019-08-02 10:00:00;2019-08-02 14:00:00;TYW_from;CEA_to
170002;02-08-2019;1;2019-08-02 09:00:00;2019-08-02 13:00:00;TYW_from;CEA_to
