;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
23657;06-11-2019;1;2019-11-06 17:00:00;2019-11-06 21:00:00;CEA_from;TYW_to
29344;06-11-2019;11;2019-11-06 13:00:00;2019-11-06 18:00:00;DAF_from;EBJ_end
38604;06-11-2019;1;2019-11-06 17:00:00;2019-11-06 21:00:00;DAF_from;MIN_to
52347;06-11-2019;12;2019-11-06 12:00:00;2019-11-06 17:00:00;EBJ_start;DAF_to
52775;06-11-2019;5;2019-11-06 15:00:00;2019-11-06 21:00:00;EBJ_start;DAF_to
59998;06-11-2019;5;2019-11-06 09:00:00;2019-11-06 14:00:00;EBJ_start;GOC_to
63108;06-11-2019;2;2019-11-06 16:00:00;2019-11-06 21:00:00;EBJ_start;HAL_to
65235;06-11-2019;10;2019-11-06 16:00:00;2019-11-06 21:00:00;EBJ_start;HBC_to
65365;06-11-2019;1;2019-11-06 08:00:00;2019-11-06 13:00:00;EBJ_start;HBC_to
79105;06-11-2019;8;2019-11-06 09:00:00;2019-11-06 14:00:00;EBJ_start;MIN_to
79136;06-11-2019;3;2019-11-06 12:00:00;2019-11-06 17:00:00;EBJ_start;MIN_to
80847;06-11-2019;8;2019-11-06 13:00:00;2019-11-06 09:00:00;EBJ_start;MTR_to
81553;06-11-2019;2;2019-11-06 15:00:00;2019-11-06 21:00:00;EBJ_start;NSA_to
81554;06-11-2019;14;2019-11-06 08:00:00;2019-11-06 13:00:00;EBJ_start;NSA_to
87997;06-11-2019;5;2019-11-06 15:00:00;2019-11-06 21:00:00;EBJ_start;TYW_to
101685;06-11-2019;5;2019-11-06 10:00:00;2019-11-06 15:00:00;GOC_from;EBJ_end
113386;06-11-2019;2;2019-11-06 17:00:00;2019-11-06 22:00:00;HAL_from;EBJ_end
119146;06-11-2019;1;2019-11-06 17:00:00;2019-11-06 21:00:00;HAL_from;HBC_to
122360;06-11-2019;1;2019-11-06 17:00:00;2019-11-06 21:00:00;HBC_from;DAF_to
123743;06-11-2019;9;2019-11-06 17:00:00;2019-11-06 22:00:00;HBC_from;EBJ_end
132204;06-11-2019;1;2019-11-06 09:00:00;2019-11-06 14:00:00;HBC_from;HAL_to
153612;06-11-2019;1;2019-11-06 13:00:00;2019-11-06 18:00:00;MIN_from;EBJ_end
153613;06-11-2019;11;2019-11-06 10:00:00;2019-11-06 15:00:00;MIN_from;EBJ_end
157904;06-11-2019;5;2019-11-06 18:00:00;2019-11-06 22:00:00;NSA_from;EBJ_end
157993;06-11-2019;16;2019-11-06 10:00:00;2019-11-06 15:00:00;NSA_from;EBJ_end
169602;06-11-2019;1;2019-11-06 17:00:00;2019-11-06 21:00:00;TYW_from;CEA_to
173368;06-11-2019;3;2019-11-06 17:00:00;2019-11-06 22:00:00;TYW_from;EBJ_end
