;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
2490;01-04-2019;1;2019-04-01 05:00:00;2019-04-01 10:00:00;CEA_from;DAF_to
14476;01-04-2019;12;2019-04-01 05:00:00;2019-04-01 09:00:00;CEA_from;GOC_to
14581;01-04-2019;6;2019-04-01 17:00:00;2019-04-01 21:00:00;CEA_from;GOC_to
22182;01-04-2019;6;2019-04-01 05:00:00;2019-04-01 10:00:00;CEA_from;MGU_to
24472;01-04-2019;1;2019-04-01 10:00:00;2019-04-01 14:00:00;CEA_from;TYW_to
31282;01-04-2019;5;2019-04-01 06:00:00;2019-04-01 11:00:00;DAF_from;EBJ_end
31383;01-04-2019;12;2019-04-01 09:00:00;2019-04-01 14:00:00;DAF_from;EBJ_end
37855;01-04-2019;7;2019-04-01 06:00:00;2019-04-01 10:00:00;DAF_from;MGU_to
38063;01-04-2019;7;2019-04-01 17:00:00;2019-04-01 22:00:00;DAF_from;MGU_to
43041;01-04-2019;3;2019-04-01 04:00:00;2019-04-01 09:00:00;EBJ_start;CEA_to
50771;01-04-2019;14;2019-04-01 08:00:00;2019-04-01 13:00:00;EBJ_start;DAF_to
57544;01-04-2019;11;2019-04-01 15:00:00;2019-04-01 20:00:00;EBJ_start;GOC_to
58461;01-04-2019;3;2019-04-01 04:00:00;2019-04-01 09:00:00;EBJ_start;GOC_to
62470;01-04-2019;13;2019-04-01 15:00:00;2019-04-01 20:00:00;EBJ_start;HAL_to
66578;01-04-2019;13;2019-04-01 12:00:00;2019-04-01 16:00:00;EBJ_start;HBC_to
66651;01-04-2019;1;2019-04-01 15:00:00;2019-04-01 21:00:00;EBJ_start;HBC_to
73560;01-04-2019;12;2019-04-01 12:00:00;2019-04-01 17:00:00;EBJ_start;MGU_to
88488;01-04-2019;10;2019-04-01 08:00:00;2019-04-01 13:00:00;EBJ_start;TYW_to
94367;01-04-2019;12;2019-04-01 16:00:00;2019-04-01 21:00:00;GOC_from;CEA_to
94461;01-04-2019;6;2019-04-01 05:00:00;2019-04-01 09:00:00;GOC_from;CEA_to
110836;01-04-2019;12;2019-04-01 17:00:00;2019-04-01 21:00:00;GOC_from;MGU_to
113807;01-04-2019;10;2019-04-01 17:00:00;2019-04-01 22:00:00;HAL_from;EBJ_end
119394;01-04-2019;1;2019-04-01 18:00:00;2019-04-01 22:00:00;HAL_from;MGU_to
124867;01-04-2019;15;2019-04-01 13:00:00;2019-04-01 18:00:00;HBC_from;EBJ_end
125172;01-04-2019;2;2019-04-01 17:00:00;2019-04-01 22:00:00;HBC_from;EBJ_end
135410;01-04-2019;7;2019-04-01 17:00:00;2019-04-01 21:00:00;MGU_from;DAF_to
135516;01-04-2019;8;2019-04-01 06:00:00;2019-04-01 10:00:00;MGU_from;DAF_to
140291;01-04-2019;11;2019-04-01 13:00:00;2019-04-01 18:00:00;MGU_from;EBJ_end
140311;01-04-2019;9;2019-04-01 06:00:00;2019-04-01 11:00:00;MGU_from;EBJ_end
140331;01-04-2019;12;2019-04-01 18:00:00;2019-04-01 23:00:00;MGU_from;EBJ_end
151277;01-04-2019;9;2019-04-01 13:00:00;2019-04-01 17:00:00;MGU_from;TYE_to
158801;01-04-2019;4;2019-04-01 09:00:00;2019-04-01 14:00:00;NSA_from;EBJ_end
168146;01-04-2019;9;2019-04-01 13:00:00;2019-04-01 17:00:00;TYE_from;MGU_to
168281;01-04-2019;1;2019-04-01 06:00:00;2019-04-01 10:00:00;TYE_from;MGU_to
172709;01-04-2019;9;2019-04-01 10:00:00;2019-04-01 15:00:00;TYW_from;EBJ_end
