;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
4818;05-10-2019;14;2019-10-05 07:00:00;2019-10-05 13:00:00;CEA_from;EBJ_end
5039;05-10-2019;16;2019-10-05 07:00:00;2019-10-05 12:00:00;CEA_from;EBJ_end
20943;05-10-2019;5;2019-10-05 07:00:00;2019-10-05 11:00:00;CEA_from;HAR_to
22047;05-10-2019;2;2019-10-05 06:00:00;2019-10-05 10:00:00;CEA_from;MGU_to
23844;05-10-2019;9;2019-10-05 10:00:00;2019-10-05 14:00:00;CEA_from;TYW_to
23885;05-10-2019;2;2019-10-05 07:00:00;2019-10-05 11:00:00;CEA_from;TYW_to
44849;05-10-2019;15;2019-10-05 06:00:00;2019-10-05 11:00:00;EBJ_start;CEA_to
44939;05-10-2019;15;2019-10-05 05:00:00;2019-10-05 10:00:00;EBJ_start;CEA_to
50451;05-10-2019;3;2019-10-05 15:00:00;2019-10-05 20:00:00;EBJ_start;DAF_to
59823;05-10-2019;4;2019-10-05 15:00:00;2019-10-05 20:00:00;EBJ_start;GOC_to
71569;05-10-2019;15;2019-10-05 11:00:00;2019-10-05 16:00:00;EBJ_start;MGU_to
71689;05-10-2019;4;2019-10-05 12:00:00;2019-10-05 17:00:00;EBJ_start;MGU_to
71738;05-10-2019;16;2019-10-05 09:00:00;2019-10-05 13:00:00;EBJ_start;MGU_to
81694;05-10-2019;4;2019-10-05 15:00:00;2019-10-05 20:00:00;EBJ_start;NSA_to
81707;05-10-2019;1;2019-10-05 04:00:00;2019-10-05 09:00:00;EBJ_start;NSA_to
88039;05-10-2019;10;2019-10-05 09:00:00;2019-10-05 14:00:00;EBJ_start;TYW_to
88047;05-10-2019;6;2019-10-05 12:00:00;2019-10-05 17:00:00;EBJ_start;TYW_to
101664;05-10-2019;16;2019-10-05 17:00:00;2019-10-05 22:00:00;GOC_from;EBJ_end
111514;05-10-2019;5;2019-10-05 06:00:00;2019-10-05 10:00:00;GOC_from;RLF_to
111882;05-10-2019;1;2019-10-05 16:00:00;2019-10-05 21:00:00;GOC_from;TYW_to
119365;05-10-2019;11;2019-10-05 15:00:00;2019-10-05 19:00:00;HAL_from;MGU_to
119795;05-10-2019;3;2019-10-05 07:00:00;2019-10-05 11:00:00;HAR_from;CEA_to
141065;05-10-2019;14;2019-10-05 10:00:00;2019-10-05 15:00:00;MGU_from;EBJ_end
142187;05-10-2019;13;2019-10-05 12:00:00;2019-10-05 17:00:00;MGU_from;EBJ_end
151946;05-10-2019;3;2019-10-05 09:00:00;2019-10-05 13:00:00;MGU_from;TYE_to
152045;05-10-2019;2;2019-10-05 12:00:00;2019-10-05 16:00:00;MGU_from;TYE_to
154027;05-10-2019;10;2019-10-05 11:00:00;2019-10-05 15:00:00;MIN_from;HAL_to
158175;05-10-2019;1;2019-10-05 08:00:00;2019-10-05 13:00:00;NSA_from;EBJ_end
162499;05-10-2019;5;2019-10-05 17:00:00;2019-10-05 21:00:00;RLF_from;GOC_to
168967;05-10-2019;3;2019-10-05 10:00:00;2019-10-05 14:00:00;TYE_from;MGU_to
169633;05-10-2019;10;2019-10-05 10:00:00;2019-10-05 14:00:00;TYW_from;CEA_to
169638;05-10-2019;6;2019-10-05 13:00:00;2019-10-05 17:00:00;TYW_from;CEA_to
169817;05-10-2019;5;2019-10-05 07:00:00;2019-10-05 11:00:00;TYW_from;CEA_to
173335;05-10-2019;10;2019-10-05 10:00:00;2019-10-05 15:00:00;TYW_from;EBJ_end
