;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
7585;06-12-2018;5;2018-12-06 20:00:00;2018-12-07 01:00:00;CEA_from;EBJ_end
31722;06-12-2018;9;2018-12-06 19:00:00;2018-12-07 01:00:00;DAF_from;EBJ_end
36033;06-12-2018;6;2018-12-06 11:00:00;2018-12-06 15:00:00;DAF_from;HBC_to
37014;06-12-2018;4;2018-12-06 17:00:00;2018-12-06 22:00:00;DAF_from;MGU_to
42460;06-12-2018;4;2018-12-06 18:00:00;2018-12-06 23:00:00;EBJ_start;CEA_to
49733;06-12-2018;8;2018-12-06 18:00:00;2018-12-06 23:00:00;EBJ_start;DAF_to
57068;06-12-2018;2;2018-12-06 15:00:00;2018-12-06 21:00:00;EBJ_start;GOC_to
62144;06-12-2018;4;2018-12-06 14:00:00;2018-12-06 20:00:00;EBJ_start;HAL_to
62309;06-12-2018;3;2018-12-06 15:00:00;2018-12-06 21:00:00;EBJ_start;HAL_to
67154;06-12-2018;11;2018-12-06 14:00:00;2018-12-06 20:00:00;EBJ_start;HBC_to
74585;06-12-2018;7;2018-12-06 15:00:00;2018-12-06 22:00:00;EBJ_start;MGU_to
83649;06-12-2018;13;2018-12-06 11:00:00;2018-12-06 16:00:00;EBJ_start;NSA_to
83663;06-12-2018;13;2018-12-06 10:00:00;2018-12-06 15:00:00;EBJ_start;NSA_to
84286;06-12-2018;1;2018-12-06 15:00:00;2018-12-06 20:00:00;EBJ_start;NSA_to
92944;06-12-2018;1;2018-12-06 17:00:00;2018-12-06 22:00:00;GOC_from;CEA_to
112849;06-12-2018;1;2018-12-06 17:00:00;2018-12-06 21:00:00;HAL_from;DAF_to
114232;06-12-2018;6;2018-12-06 16:00:00;2018-12-06 21:00:00;HAL_from;EBJ_end
117233;06-12-2018;2;2018-12-06 16:00:00;2018-12-06 20:00:00;HAL_from;HBC_to
125481;06-12-2018;9;2018-12-06 13:00:00;2018-12-06 18:00:00;HBC_from;EBJ_end
125586;06-12-2018;10;2018-12-06 16:00:00;2018-12-06 21:00:00;HBC_from;EBJ_end
130256;06-12-2018;3;2018-12-06 11:00:00;2018-12-06 15:00:00;HBC_from;HAL_to
131276;06-12-2018;2;2018-12-06 16:00:00;2018-12-06 20:00:00;HBC_from;HAL_to
133898;06-12-2018;8;2018-12-06 10:00:00;2018-12-06 15:00:00;MGU_from;DAF_to
150221;06-12-2018;1;2018-12-06 18:00:00;2018-12-06 22:00:00;MGU_from;TYE_to
156875;06-12-2018;1;2018-12-06 11:00:00;2018-12-06 15:00:00;NSA_from;DAF_to
159620;06-12-2018;11;2018-12-06 11:00:00;2018-12-06 18:00:00;NSA_from;EBJ_end
159706;06-12-2018;14;2018-12-06 13:00:00;2018-12-06 18:00:00;NSA_from;EBJ_end
161821;06-12-2018;1;2018-12-06 11:00:00;2018-12-06 15:00:00;NSA_from;HAL_to
