;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
5999;07-06-2019;3;2019-06-07 06:00:00;2019-06-07 11:00:00;CEA_from;EBJ_end
6265;07-06-2019;16;2019-06-07 09:00:00;2019-06-07 14:00:00;CEA_from;EBJ_end
6510;07-06-2019;9;2019-06-07 05:00:00;2019-06-07 11:00:00;CEA_from;EBJ_end
15945;07-06-2019;15;2019-06-07 05:00:00;2019-06-07 09:00:00;CEA_from;GOC_to
16197;07-06-2019;8;2019-06-07 16:00:00;2019-06-07 21:00:00;CEA_from;GOC_to
20449;07-06-2019;2;2019-06-07 05:00:00;2019-06-07 09:00:00;CEA_from;HAL_to
24203;07-06-2019;5;2019-06-07 09:00:00;2019-06-07 13:00:00;CEA_from;TYW_to
43411;07-06-2019;1;2019-06-07 15:00:00;2019-06-07 20:00:00;EBJ_start;CEA_to
43422;07-06-2019;13;2019-06-07 08:00:00;2019-06-07 13:00:00;EBJ_start;CEA_to
43485;07-06-2019;8;2019-06-07 04:00:00;2019-06-07 09:00:00;EBJ_start;CEA_to
58440;07-06-2019;17;2019-06-07 15:00:00;2019-06-07 21:00:00;EBJ_start;GOC_to
66234;07-06-2019;1;2019-06-07 15:00:00;2019-06-07 20:00:00;EBJ_start;HBC_to
73169;07-06-2019;13;2019-06-07 04:00:00;2019-06-07 10:00:00;EBJ_start;MGU_to
82431;07-06-2019;3;2019-06-07 15:00:00;2019-06-07 20:00:00;EBJ_start;NSA_to
96110;07-06-2019;12;2019-06-07 17:00:00;2019-06-07 21:00:00;GOC_from;CEA_to
96142;07-06-2019;7;2019-06-07 05:00:00;2019-06-07 09:00:00;GOC_from;CEA_to
102602;07-06-2019;11;2019-06-07 17:00:00;2019-06-07 22:00:00;GOC_from;EBJ_end
102684;07-06-2019;7;2019-06-07 06:00:00;2019-06-07 11:00:00;GOC_from;EBJ_end
112251;07-06-2019;2;2019-06-07 16:00:00;2019-06-07 20:00:00;HAL_from;CEA_to
112881;07-06-2019;1;2019-06-07 16:00:00;2019-06-07 20:00:00;HAL_from;DAF_to
140527;07-06-2019;13;2019-06-07 06:00:00;2019-06-07 11:00:00;MGU_from;EBJ_end
151589;07-06-2019;1;2019-06-07 06:00:00;2019-06-07 10:00:00;MGU_from;TYE_to
158595;07-06-2019;2;2019-06-07 16:00:00;2019-06-07 22:00:00;NSA_from;EBJ_end
163410;07-06-2019;2;2019-06-07 17:00:00;2019-06-07 22:00:00;SKJ_from;EBJ_end
164285;07-06-2019;1;2019-06-07 17:00:00;2019-06-07 21:00:00;SKJ_from;GOC_to
168550;07-06-2019;2;2019-06-07 06:00:00;2019-06-07 10:00:00;TYE_from;MGU_to
170084;07-06-2019;3;2019-06-07 09:00:00;2019-06-07 13:00:00;TYW_from;CEA_to
