;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
7623;07-12-2018;16;2018-12-07 11:00:00;2018-12-07 16:00:00;CEA_from;EBJ_end
7624;07-12-2018;5;2018-12-07 12:00:00;2018-12-07 17:00:00;CEA_from;EBJ_end
12201;07-12-2018;7;2018-12-07 18:00:00;2018-12-07 22:00:00;CEA_from;GOC_to
21386;07-12-2018;1;2018-12-07 10:00:00;2018-12-07 14:00:00;CEA_from;HBC_to
24641;07-12-2018;3;2018-12-07 10:00:00;2018-12-07 14:00:00;CEA_from;TYW_to
26907;07-12-2018;1;2018-12-07 19:00:00;2018-12-07 23:59:00;DAF_from;CEA_to
36199;07-12-2018;1;2018-12-07 19:00:00;2018-12-07 23:00:00;DAF_from;HBC_to
37015;07-12-2018;7;2018-12-07 19:00:00;2018-12-07 23:59:00;DAF_from;MGU_to
37083;07-12-2018;1;2018-12-07 11:00:00;2018-12-07 15:00:00;DAF_from;MGU_to
42339;07-12-2018;11;2018-12-07 09:00:00;2018-12-07 14:00:00;EBJ_start;CEA_to
42340;07-12-2018;3;2018-12-07 15:00:00;2018-12-07 22:00:00;EBJ_start;CEA_to
49838;07-12-2018;4;2018-12-07 15:00:00;2018-12-07 23:00:00;EBJ_start;DAF_to
57008;07-12-2018;10;2018-12-07 17:00:00;2018-12-07 23:00:00;EBJ_start;GOC_to
57102;07-12-2018;5;2018-12-07 15:00:00;2018-12-07 22:00:00;EBJ_start;GOC_to
64143;07-12-2018;7;2018-12-07 13:00:00;2018-12-07 18:00:00;EBJ_start;HAR_to
74636;07-12-2018;10;2018-12-07 09:00:00;2018-12-07 15:00:00;EBJ_start;MGU_to
75010;07-12-2018;5;2018-12-07 13:00:00;2018-12-07 18:00:00;EBJ_start;MGU_to
86137;07-12-2018;4;2018-12-07 17:00:00;2018-12-07 23:00:00;EBJ_start;SKJ_to
93705;07-12-2018;3;2018-12-07 20:00:00;2018-12-07 23:59:00;GOC_from;CEA_to
104055;07-12-2018;8;2018-12-07 19:00:00;2018-12-07 23:59:00;GOC_from;EBJ_end
104074;07-12-2018;7;2018-12-07 11:00:00;2018-12-07 17:00:00;GOC_from;EBJ_end
115965;07-12-2018;7;2018-12-07 19:00:00;2018-12-07 23:00:00;HAL_from;HBC_to
118283;07-12-2018;1;2018-12-07 10:00:00;2018-12-07 14:00:00;HAL_from;HBC_to
120726;07-12-2018;6;2018-12-07 15:00:00;2018-12-07 20:00:00;HAR_from;EBJ_end
122537;07-12-2018;8;2018-12-07 10:00:00;2018-12-07 15:00:00;HBC_from;DAF_to
129030;07-12-2018;7;2018-12-07 10:00:00;2018-12-07 14:00:00;HBC_from;HAL_to
138876;07-12-2018;14;2018-12-07 11:00:00;2018-12-07 16:00:00;MGU_from;EBJ_end
139072;07-12-2018;4;2018-12-07 14:00:00;2018-12-07 20:00:00;MGU_from;EBJ_end
139175;07-12-2018;7;2018-12-07 19:00:00;2018-12-07 23:59:00;MGU_from;EBJ_end
139967;07-12-2018;3;2018-12-07 12:00:00;2018-12-07 17:00:00;MGU_from;EBJ_end
148344;07-12-2018;6;2018-12-07 05:00:00;2018-12-07 14:00:00;MGU_from;HBC_to
150612;07-12-2018;4;2018-12-07 11:00:00;2018-12-07 15:00:00;MGU_from;TYE_to
163741;07-12-2018;1;2018-12-07 19:00:00;2018-12-07 23:59:00;SKJ_from;EBJ_end
167496;07-12-2018;5;2018-12-07 11:00:00;2018-12-07 15:00:00;TYE_from;MGU_to
167732;07-12-2018;1;2018-12-07 19:00:00;2018-12-07 23:00:00;TYE_from;MGU_to
170506;07-12-2018;1;2018-12-07 11:00:00;2018-12-07 15:00:00;TYW_from;CEA_to
