;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
5646;05-07-2019;11;2019-07-05 07:00:00;2019-07-05 11:00:00;CEA_from;EBJ_end
6001;05-07-2019;13;2019-07-05 11:00:00;2019-07-05 16:00:00;CEA_from;EBJ_end
6443;05-07-2019;3;2019-07-05 06:00:00;2019-07-05 11:00:00;CEA_from;EBJ_end
16577;05-07-2019;14;2019-07-05 06:00:00;2019-07-05 10:00:00;CEA_from;GOC_to
16969;05-07-2019;6;2019-07-05 17:00:00;2019-07-05 21:00:00;CEA_from;GOC_to
20423;05-07-2019;2;2019-07-05 17:00:00;2019-07-05 21:00:00;CEA_from;HAL_to
20532;05-07-2019;9;2019-07-05 06:00:00;2019-07-05 10:00:00;CEA_from;HAL_to
22109;05-07-2019;2;2019-07-05 17:00:00;2019-07-05 21:00:00;CEA_from;MGU_to
22111;05-07-2019;1;2019-07-05 06:00:00;2019-07-05 10:00:00;CEA_from;MGU_to
24145;05-07-2019;1;2019-07-05 11:00:00;2019-07-05 15:00:00;CEA_from;TYW_to
24180;05-07-2019;1;2019-07-05 10:00:00;2019-07-05 14:00:00;CEA_from;TYW_to
43795;05-07-2019;11;2019-07-05 09:00:00;2019-07-05 15:00:00;EBJ_start;CEA_to
43805;05-07-2019;5;2019-07-05 09:00:00;2019-07-05 14:00:00;EBJ_start;CEA_to
43863;05-07-2019;10;2019-07-05 05:00:00;2019-07-05 10:00:00;EBJ_start;CEA_to
43872;05-07-2019;6;2019-07-05 15:00:00;2019-07-05 20:00:00;EBJ_start;CEA_to
51521;05-07-2019;4;2019-07-05 15:00:00;2019-07-05 20:00:00;EBJ_start;DAF_to
58860;05-07-2019;7;2019-07-05 15:00:00;2019-07-05 21:00:00;EBJ_start;GOC_to
73012;05-07-2019;8;2019-07-05 09:00:00;2019-07-05 14:00:00;EBJ_start;MGU_to
73102;05-07-2019;13;2019-07-05 04:00:00;2019-07-05 10:00:00;EBJ_start;MGU_to
82187;05-07-2019;6;2019-07-05 15:00:00;2019-07-05 20:00:00;EBJ_start;NSA_to
96574;05-07-2019;10;2019-07-05 06:00:00;2019-07-05 10:00:00;GOC_from;CEA_to
96840;05-07-2019;9;2019-07-05 17:00:00;2019-07-05 21:00:00;GOC_from;CEA_to
102259;05-07-2019;8;2019-07-05 17:00:00;2019-07-05 22:00:00;GOC_from;EBJ_end
111928;05-07-2019;8;2019-07-05 16:00:00;2019-07-05 20:00:00;HAL_from;CEA_to
112281;05-07-2019;2;2019-07-05 06:00:00;2019-07-05 10:00:00;HAL_from;CEA_to
133436;05-07-2019;2;2019-07-05 06:00:00;2019-07-05 10:00:00;MGU_from;CEA_to
133562;05-07-2019;2;2019-07-05 17:00:00;2019-07-05 21:00:00;MGU_from;CEA_to
141217;05-07-2019;9;2019-07-05 06:00:00;2019-07-05 11:00:00;MGU_from;EBJ_end
141234;05-07-2019;4;2019-07-05 10:00:00;2019-07-05 15:00:00;MGU_from;EBJ_end
151678;05-07-2019;1;2019-07-05 06:00:00;2019-07-05 10:00:00;MGU_from;TYE_to
163448;05-07-2019;3;2019-07-05 16:00:00;2019-07-05 22:00:00;SKJ_from;EBJ_end
168577;05-07-2019;1;2019-07-05 06:00:00;2019-07-05 10:00:00;TYE_from;MGU_to
170022;05-07-2019;3;2019-07-05 11:00:00;2019-07-05 15:00:00;TYW_from;CEA_to
