;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
15;05-02-2018;10;2018-02-05 17:00:00;2018-02-05 22:00:00;CEA_from;DAF_to
54;05-02-2018;16;2018-02-05 05:00:00;2018-02-05 09:00:00;CEA_from;DAF_to
850;05-02-2018;4;2018-02-05 05:00:00;2018-02-05 10:00:00;CEA_from;DAF_to
9981;05-02-2018;4;2018-02-05 05:00:00;2018-02-05 11:00:00;CEA_from;EBJ_end
25121;05-02-2018;3;2018-02-05 14:00:00;2018-02-05 18:00:00;CEA_from;TYW_to
25213;05-02-2018;10;2018-02-05 17:00:00;2018-02-05 21:00:00;DAF_from;CEA_to
25822;05-02-2018;9;2018-02-05 05:00:00;2018-02-05 09:00:00;DAF_from;CEA_to
26030;05-02-2018;10;2018-02-05 18:00:00;2018-02-05 22:00:00;DAF_from;CEA_to
33702;05-02-2018;7;2018-02-05 06:00:00;2018-02-05 11:00:00;DAF_from;EBJ_end
34574;05-02-2018;14;2018-02-05 10:00:00;2018-02-05 15:00:00;DAF_from;EBJ_end
38791;05-02-2018;1;2018-02-05 16:00:00;2018-02-05 20:00:00;DAF_from;NSA_to
39807;05-02-2018;1;2018-02-05 15:00:00;2018-02-05 21:00:00;EBJ_start;CEA_to
47057;05-02-2018;7;2018-02-05 15:00:00;2018-02-05 20:00:00;EBJ_start;DAF_to
47315;05-02-2018;16;2018-02-05 09:00:00;2018-02-05 13:00:00;EBJ_start;DAF_to
54480;05-02-2018;2;2018-02-05 15:00:00;2018-02-05 21:00:00;EBJ_start;GOC_to
61210;05-02-2018;8;2018-02-05 12:00:00;2018-02-05 17:00:00;EBJ_start;HAL_to
69440;05-02-2018;3;2018-02-05 15:00:00;2018-02-05 20:00:00;EBJ_start;HBC_to
69461;05-02-2018;8;2018-02-05 12:00:00;2018-02-05 17:00:00;EBJ_start;HBC_to
77100;05-02-2018;14;2018-02-05 08:00:00;2018-02-05 13:00:00;EBJ_start;MGU_to
90108;05-02-2018;11;2018-02-05 13:00:00;2018-02-05 18:00:00;EBJ_start;TYW_to
115001;05-02-2018;6;2018-02-05 13:00:00;2018-02-05 18:00:00;HAL_from;EBJ_end
115361;05-02-2018;4;2018-02-05 16:00:00;2018-02-05 20:00:00;HAL_from;HBC_to
127471;05-02-2018;4;2018-02-05 05:00:00;2018-02-05 11:00:00;HBC_from;EBJ_end
127677;05-02-2018;7;2018-02-05 13:00:00;2018-02-05 18:00:00;HBC_from;EBJ_end
128411;05-02-2018;4;2018-02-05 05:00:00;2018-02-05 10:00:00;HBC_from;HAL_to
136146;05-02-2018;14;2018-02-05 09:00:00;2018-02-05 14:00:00;MGU_from;EBJ_end
148851;05-02-2018;10;2018-02-05 09:00:00;2018-02-05 13:00:00;MGU_from;TYE_to
156470;05-02-2018;2;2018-02-05 06:00:00;2018-02-05 10:00:00;NSA_from;DAF_to
165833;05-02-2018;12;2018-02-05 09:00:00;2018-02-05 13:00:00;TYE_from;MGU_to
170789;05-02-2018;1;2018-02-05 14:00:00;2018-02-05 18:00:00;TYW_from;CEA_to
171077;05-02-2018;12;2018-02-05 14:00:00;2018-02-05 19:00:00;TYW_from;EBJ_end
