;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
3083;10-01-2020;16;2020-01-10 13:00:00;2020-01-10 18:00:00;CEA_from;EBJ_end
3098;10-01-2020;16;2020-01-10 06:00:00;2020-01-10 11:00:00;CEA_from;EBJ_end
4074;10-01-2020;15;2020-01-10 09:00:00;2020-01-10 14:00:00;CEA_from;EBJ_end
20873;10-01-2020;1;2020-01-10 10:00:00;2020-01-10 14:00:00;CEA_from;HAR_to
39142;10-01-2020;7;2020-01-10 17:00:00;2020-01-10 21:00:00;DAF_from;NSA_to
45835;10-01-2020;14;2020-01-10 08:00:00;2020-01-10 13:00:00;EBJ_start;CEA_to
45844;10-01-2020;13;2020-01-10 12:00:00;2020-01-10 17:00:00;EBJ_start;CEA_to
46015;10-01-2020;4;2020-01-10 15:00:00;2020-01-10 22:00:00;EBJ_start;CEA_to
60525;10-01-2020;6;2020-01-10 15:00:00;2020-01-10 22:00:00;EBJ_start;GOC_to
63211;10-01-2020;5;2020-01-10 15:00:00;2020-01-10 20:00:00;EBJ_start;HAL_to
63641;10-01-2020;1;2020-01-10 15:00:00;2020-01-10 22:00:00;EBJ_start;HAR_to
70317;10-01-2020;14;2020-01-10 04:00:00;2020-01-10 09:00:00;EBJ_start;MGU_to
70997;10-01-2020;4;2020-01-10 15:00:00;2020-01-10 22:00:00;EBJ_start;MGU_to
70998;10-01-2020;13;2020-01-10 08:00:00;2020-01-10 14:00:00;EBJ_start;MGU_to
81220;10-01-2020;14;2020-01-10 04:00:00;2020-01-10 09:00:00;EBJ_start;NSA_to
85667;10-01-2020;8;2020-01-10 15:00:00;2020-01-10 22:00:00;EBJ_start;SKJ_to
100842;10-01-2020;10;2020-01-10 18:00:00;2020-01-10 23:00:00;GOC_from;EBJ_end
115169;10-01-2020;5;2020-01-10 17:00:00;2020-01-10 21:00:00;HAL_from;GOC_to
119218;10-01-2020;3;2020-01-10 16:00:00;2020-01-10 20:00:00;HAL_from;HBC_to
119910;10-01-2020;8;2020-01-10 18:00:00;2020-01-10 23:00:00;HAR_from;CEA_to
120046;10-01-2020;2;2020-01-10 10:00:00;2020-01-10 15:00:00;HAR_from;EBJ_end
132265;10-01-2020;3;2020-01-10 05:00:00;2020-01-10 09:00:00;HBC_from;HAL_to
142987;10-01-2020;9;2020-01-10 06:00:00;2020-01-10 11:00:00;MGU_from;EBJ_end
143265;10-01-2020;8;2020-01-10 10:00:00;2020-01-10 15:00:00;MGU_from;EBJ_end
156381;10-01-2020;14;2020-01-10 05:00:00;2020-01-10 10:00:00;NSA_from;CEA_to
156973;10-01-2020;7;2020-01-10 05:00:00;2020-01-10 09:00:00;NSA_from;DAF_to
161829;10-01-2020;1;2020-01-10 05:00:00;2020-01-10 09:00:00;NSA_from;HAL_to
163201;10-01-2020;6;2020-01-10 18:00:00;2020-01-10 23:00:00;SKJ_from;EBJ_end
164247;10-01-2020;1;2020-01-10 18:00:00;2020-01-10 22:00:00;SKJ_from;GOC_to
