;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
6562;03-06-2019;14;2019-06-03 10:00:00;2019-06-03 15:00:00;CEA_from;EBJ_end
6684;03-06-2019;1;2019-06-03 17:00:00;2019-06-03 22:00:00;CEA_from;EBJ_end
15640;03-06-2019;15;2019-06-03 16:00:00;2019-06-03 21:00:00;CEA_from;GOC_to
15942;03-06-2019;14;2019-06-03 05:00:00;2019-06-03 09:00:00;CEA_from;GOC_to
16354;03-06-2019;9;2019-06-03 17:00:00;2019-06-03 21:00:00;CEA_from;GOC_to
20334;03-06-2019;4;2019-06-03 05:00:00;2019-06-03 10:00:00;CEA_from;HAL_to
22142;03-06-2019;1;2019-06-03 05:00:00;2019-06-03 09:00:00;CEA_from;MGU_to
22759;03-06-2019;6;2019-06-03 05:00:00;2019-06-03 10:00:00;CEA_from;MIN_to
24193;03-06-2019;9;2019-06-03 10:00:00;2019-06-03 14:00:00;CEA_from;TYW_to
30639;03-06-2019;11;2019-06-03 09:00:00;2019-06-03 14:00:00;DAF_from;EBJ_end
30867;03-06-2019;3;2019-06-03 17:00:00;2019-06-03 22:00:00;DAF_from;EBJ_end
43421;03-06-2019;13;2019-06-03 08:00:00;2019-06-03 14:00:00;EBJ_start;CEA_to
43433;03-06-2019;6;2019-06-03 03:00:00;2019-06-03 09:00:00;EBJ_start;CEA_to
43468;03-06-2019;9;2019-06-03 15:00:00;2019-06-03 20:00:00;EBJ_start;CEA_to
51161;03-06-2019;13;2019-06-03 08:00:00;2019-06-03 13:00:00;EBJ_start;DAF_to
51524;03-06-2019;1;2019-06-03 15:00:00;2019-06-03 20:00:00;EBJ_start;DAF_to
62477;03-06-2019;8;2019-06-03 15:00:00;2019-06-03 21:00:00;EBJ_start;HAL_to
66202;03-06-2019;5;2019-06-03 15:00:00;2019-06-03 21:00:00;EBJ_start;HBC_to
66407;03-06-2019;14;2019-06-03 11:00:00;2019-06-03 16:00:00;EBJ_start;HBC_to
73377;03-06-2019;12;2019-06-03 12:00:00;2019-06-03 17:00:00;EBJ_start;MGU_to
82415;03-06-2019;4;2019-06-03 15:00:00;2019-06-03 20:00:00;EBJ_start;NSA_to
82418;03-06-2019;10;2019-06-03 18:00:00;2019-06-03 23:00:00;EBJ_start;NSA_to
95592;03-06-2019;16;2019-06-03 05:00:00;2019-06-03 09:00:00;GOC_from;CEA_to
95923;03-06-2019;14;2019-06-03 17:00:00;2019-06-03 21:00:00;GOC_from;CEA_to
102692;03-06-2019;13;2019-06-03 17:00:00;2019-06-03 22:00:00;GOC_from;EBJ_end
112184;03-06-2019;5;2019-06-03 16:00:00;2019-06-03 20:00:00;HAL_from;CEA_to
113802;03-06-2019;7;2019-06-03 17:00:00;2019-06-03 22:00:00;HAL_from;EBJ_end
124756;03-06-2019;12;2019-06-03 13:00:00;2019-06-03 17:00:00;HBC_from;EBJ_end
140832;03-06-2019;15;2019-06-03 13:00:00;2019-06-03 18:00:00;MGU_from;EBJ_end
141119;03-06-2019;1;2019-06-03 05:00:00;2019-06-03 11:00:00;MGU_from;EBJ_end
151493;03-06-2019;10;2019-06-03 13:00:00;2019-06-03 17:00:00;MGU_from;TYE_to
156095;03-06-2019;1;2019-06-03 16:00:00;2019-06-03 20:00:00;NSA_from;CEA_to
163486;03-06-2019;2;2019-06-03 17:00:00;2019-06-03 22:00:00;SKJ_from;EBJ_end
168455;03-06-2019;9;2019-06-03 13:00:00;2019-06-03 17:00:00;TYE_from;MGU_to
170048;03-06-2019;13;2019-06-03 10:00:00;2019-06-03 14:00:00;TYW_from;CEA_to
