;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
9733;05-04-2018;1;2018-04-05 08:00:00;2018-04-05 14:00:00;CEA_from;EBJ_end
9802;05-04-2018;3;2018-04-05 17:00:00;2018-04-05 22:00:00;CEA_from;EBJ_end
33927;05-04-2018;4;2018-04-05 17:00:00;2018-04-05 22:00:00;DAF_from;EBJ_end
36323;05-04-2018;12;2018-04-05 18:00:00;2018-04-05 22:00:00;DAF_from;MGU_to
36336;05-04-2018;11;2018-04-05 07:00:00;2018-04-05 11:00:00;DAF_from;MGU_to
39894;05-04-2018;5;2018-04-05 15:00:00;2018-04-05 21:00:00;EBJ_start;CEA_to
47592;05-04-2018;9;2018-04-05 15:00:00;2018-04-05 21:00:00;EBJ_start;DAF_to
61362;05-04-2018;9;2018-04-05 15:00:00;2018-04-05 20:00:00;EBJ_start;HAL_to
61427;05-04-2018;4;2018-04-05 12:00:00;2018-04-05 17:00:00;EBJ_start;HAL_to
68889;05-04-2018;8;2018-04-05 12:00:00;2018-04-05 17:00:00;EBJ_start;HBC_to
79367;05-04-2018;11;2018-04-05 08:00:00;2018-04-05 13:00:00;EBJ_start;MRI_to
85377;05-04-2018;15;2018-04-05 04:00:00;2018-04-05 10:00:00;EBJ_start;NSA_to
85397;05-04-2018;15;2018-04-05 16:00:00;2018-04-05 21:00:00;EBJ_start;NSA_to
106625;05-04-2018;1;2018-04-05 08:00:00;2018-04-05 14:00:00;GOC_from;EBJ_end
107908;05-04-2018;7;2018-04-05 08:00:00;2018-04-05 13:00:00;GOC_from;MGU_to
107936;05-04-2018;6;2018-04-05 18:00:00;2018-04-05 22:00:00;GOC_from;MGU_to
111241;05-04-2018;2;2018-04-05 08:00:00;2018-04-05 12:00:00;GOC_from;RLF_to
114898;05-04-2018;5;2018-04-05 13:00:00;2018-04-05 18:00:00;HAL_from;EBJ_end
115274;05-04-2018;15;2018-04-05 16:00:00;2018-04-05 20:00:00;HAL_from;HBC_to
119484;05-04-2018;9;2018-04-05 17:00:00;2018-04-05 21:00:00;HAL_from;MGU_to
122864;05-04-2018;16;2018-04-05 07:00:00;2018-04-05 11:00:00;HBC_from;DAF_to
127119;05-04-2018;7;2018-04-05 13:00:00;2018-04-05 18:00:00;HBC_from;EBJ_end
128313;05-04-2018;15;2018-04-05 05:00:00;2018-04-05 09:00:00;HBC_from;HAL_to
133851;05-04-2018;6;2018-04-05 18:00:00;2018-04-05 22:00:00;MGU_from;DAF_to
136321;05-04-2018;9;2018-04-05 09:00:00;2018-04-05 14:00:00;MGU_from;EBJ_end
147033;05-04-2018;7;2018-04-05 17:00:00;2018-04-05 21:00:00;MGU_from;GOC_to
147171;05-04-2018;6;2018-04-05 07:00:00;2018-04-05 12:00:00;MGU_from;GOC_to
148576;05-04-2018;15;2018-04-05 05:00:00;2018-04-05 09:00:00;MGU_from;HBC_to
152508;05-04-2018;1;2018-04-05 17:00:00;2018-04-05 21:00:00;MGU_from;TYW_to
154238;05-04-2018;9;2018-04-05 09:00:00;2018-04-05 14:00:00;MRI_from;EBJ_end
161387;05-04-2018;14;2018-04-05 06:00:00;2018-04-05 11:00:00;NSA_from;EBJ_end
161447;05-04-2018;4;2018-04-05 18:00:00;2018-04-05 22:00:00;NSA_from;EBJ_end
162879;05-04-2018;2;2018-04-05 17:00:00;2018-04-05 21:00:00;RLF_from;GOC_to
166487;05-04-2018;2;2018-04-05 09:00:00;2018-04-05 13:00:00;TYE_from;MGU_to
173470;05-04-2018;1;2018-04-05 17:00:00;2018-04-05 21:00:00;TYW_from;GOC_to
