;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
126;01-01-2018;13;2018-01-01 05:00:00;2018-01-01 09:00:00;CEA_from;DAF_to
152;01-01-2018;9;2018-01-01 17:00:00;2018-01-01 21:00:00;CEA_from;DAF_to
10178;01-01-2018;3;2018-01-01 06:00:00;2018-01-01 11:00:00;CEA_from;EBJ_end
10593;01-01-2018;10;2018-01-01 16:00:00;2018-01-01 21:00:00;CEA_from;EBJ_end
22716;01-01-2018;1;2018-01-01 05:00:00;2018-01-01 09:00:00;CEA_from;MGU_to
25010;01-01-2018;9;2018-01-01 16:00:00;2018-01-01 20:00:00;CEA_from;TYW_to
25303;01-01-2018;13;2018-01-01 17:00:00;2018-01-01 22:00:00;DAF_from;CEA_to
34849;01-01-2018;11;2018-01-01 14:00:00;2018-01-01 19:00:00;DAF_from;EBJ_end
34919;01-01-2018;1;2018-01-01 05:00:00;2018-01-01 11:00:00;DAF_from;EBJ_end
34982;01-01-2018;2;2018-01-01 14:00:00;2018-01-01 18:00:00;DAF_from;GOC_to
36384;01-01-2018;1;2018-01-01 17:00:00;2018-01-01 22:00:00;DAF_from;MGU_to
39730;01-01-2018;11;2018-01-01 15:00:00;2018-01-01 20:00:00;EBJ_start;CEA_to
47065;01-01-2018;13;2018-01-01 13:00:00;2018-01-01 18:00:00;EBJ_start;DAF_to
61193;01-01-2018;7;2018-01-01 15:00:00;2018-01-01 20:00:00;EBJ_start;HAL_to
61253;01-01-2018;4;2018-01-01 12:00:00;2018-01-01 17:00:00;EBJ_start;HAL_to
69151;01-01-2018;11;2018-01-01 12:00:00;2018-01-01 17:00:00;EBJ_start;HBC_to
77800;01-01-2018;7;2018-01-01 12:00:00;2018-01-01 17:00:00;EBJ_start;MGU_to
107269;01-01-2018;1;2018-01-01 06:00:00;2018-01-01 11:00:00;GOC_from;EBJ_end
115081;01-01-2018;4;2018-01-01 13:00:00;2018-01-01 18:00:00;HAL_from;EBJ_end
115302;01-01-2018;11;2018-01-01 16:00:00;2018-01-01 20:00:00;HAL_from;HBC_to
119558;01-01-2018;6;2018-01-01 17:00:00;2018-01-01 21:00:00;HAL_from;MRI_to
119568;01-01-2018;1;2018-01-01 17:00:00;2018-01-01 21:00:00;HAL_from;NSA_to
127850;01-01-2018;8;2018-01-01 13:00:00;2018-01-01 18:00:00;HBC_from;EBJ_end
128333;01-01-2018;11;2018-01-01 06:00:00;2018-01-01 10:00:00;HBC_from;HAL_to
133103;01-01-2018;1;2018-01-01 18:00:00;2018-01-01 22:00:00;MGU_from;CEA_to
135974;01-01-2018;7;2018-01-01 13:00:00;2018-01-01 18:00:00;MGU_from;EBJ_end
148880;01-01-2018;5;2018-01-01 13:00:00;2018-01-01 17:00:00;MGU_from;TYE_to
165839;01-01-2018;6;2018-01-01 13:00:00;2018-01-01 17:00:00;TYE_from;MGU_to
170829;01-01-2018;1;2018-01-01 05:00:00;2018-01-01 09:00:00;TYW_from;CEA_to
171007;01-01-2018;10;2018-01-01 16:00:00;2018-01-01 20:00:00;TYW_from;CEA_to
