;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
5177;05-09-2019;16;2019-09-05 06:00:00;2019-09-05 11:00:00;CEA_from;EBJ_end
5241;05-09-2019;5;2019-09-05 17:00:00;2019-09-05 22:00:00;CEA_from;EBJ_end
17613;05-09-2019;10;2019-09-05 06:00:00;2019-09-05 10:00:00;CEA_from;GOC_to
18142;05-09-2019;7;2019-09-05 17:00:00;2019-09-05 21:00:00;CEA_from;GOC_to
29889;05-09-2019;7;2019-09-05 13:00:00;2019-09-05 18:00:00;DAF_from;EBJ_end
43371;05-09-2019;4;2019-09-05 15:00:00;2019-09-05 21:00:00;EBJ_start;CEA_to
50484;05-09-2019;5;2019-09-05 12:00:00;2019-09-05 17:00:00;EBJ_start;DAF_to
59336;05-09-2019;12;2019-09-05 08:00:00;2019-09-05 13:00:00;EBJ_start;GOC_to
62883;05-09-2019;6;2019-09-05 16:00:00;2019-09-05 21:00:00;EBJ_start;HAL_to
65710;05-09-2019;5;2019-09-05 15:00:00;2019-09-05 20:00:00;EBJ_start;HBC_to
65811;05-09-2019;9;2019-09-05 16:00:00;2019-09-05 21:00:00;EBJ_start;HBC_to
72094;05-09-2019;6;2019-09-05 15:00:00;2019-09-05 21:00:00;EBJ_start;MGU_to
78812;05-09-2019;15;2019-09-05 04:00:00;2019-09-05 10:00:00;EBJ_start;MIN_to
81857;05-09-2019;14;2019-09-05 04:00:00;2019-09-05 09:00:00;EBJ_start;NSA_to
97523;05-09-2019;9;2019-09-05 17:00:00;2019-09-05 21:00:00;GOC_from;CEA_to
98124;05-09-2019;7;2019-09-05 06:00:00;2019-09-05 10:00:00;GOC_from;CEA_to
102237;05-09-2019;13;2019-09-05 09:00:00;2019-09-05 14:00:00;GOC_from;EBJ_end
113465;05-09-2019;4;2019-09-05 17:00:00;2019-09-05 22:00:00;HAL_from;EBJ_end
118979;05-09-2019;2;2019-09-05 05:00:00;2019-09-05 09:00:00;HAL_from;HBC_to
119080;05-09-2019;1;2019-09-05 17:00:00;2019-09-05 21:00:00;HAL_from;HBC_to
124188;05-09-2019;11;2019-09-05 17:00:00;2019-09-05 22:00:00;HBC_from;EBJ_end
131985;05-09-2019;2;2019-09-05 17:00:00;2019-09-05 21:00:00;HBC_from;HAL_to
133631;05-09-2019;3;2019-09-05 17:00:00;2019-09-05 21:00:00;MGU_from;CEA_to
153355;05-09-2019;16;2019-09-05 06:00:00;2019-09-05 11:00:00;MIN_from;EBJ_end
156189;05-09-2019;16;2019-09-05 06:00:00;2019-09-05 10:00:00;NSA_from;CEA_to
