;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
5677;09-07-2019;6;2019-07-09 17:00:00;2019-07-09 22:00:00;CEA_from;EBJ_end
6181;09-07-2019;10;2019-07-09 07:00:00;2019-07-09 12:00:00;CEA_from;EBJ_end
16887;09-07-2019;11;2019-07-09 17:00:00;2019-07-09 21:00:00;CEA_from;GOC_to
16940;09-07-2019;14;2019-07-09 07:00:00;2019-07-09 11:00:00;CEA_from;GOC_to
23268;09-07-2019;5;2019-07-09 06:00:00;2019-07-09 10:00:00;CEA_from;RLF_to
24155;09-07-2019;2;2019-07-09 09:00:00;2019-07-09 13:00:00;CEA_from;TYW_to
30170;09-07-2019;14;2019-07-09 10:00:00;2019-07-09 15:00:00;DAF_from;EBJ_end
49644;09-07-2019;14;2019-07-09 09:00:00;2019-07-09 14:00:00;EBJ_start;DAF_to
51896;09-07-2019;2;2019-07-09 04:00:00;2019-07-09 09:00:00;EBJ_start;DAF_to
58926;09-07-2019;10;2019-07-09 11:00:00;2019-07-09 17:00:00;EBJ_start;GOC_to
59461;09-07-2019;1;2019-07-09 15:00:00;2019-07-09 21:00:00;EBJ_start;GOC_to
62785;09-07-2019;3;2019-07-09 15:00:00;2019-07-09 20:00:00;EBJ_start;HAL_to
65941;09-07-2019;8;2019-07-09 15:00:00;2019-07-09 20:00:00;EBJ_start;HBC_to
72954;09-07-2019;11;2019-07-09 04:00:00;2019-07-09 10:00:00;EBJ_start;MGU_to
85898;09-07-2019;4;2019-07-09 11:00:00;2019-07-09 16:00:00;EBJ_start;SKJ_to
88182;09-07-2019;14;2019-07-09 08:00:00;2019-07-09 13:00:00;EBJ_start;TYW_to
96847;09-07-2019;12;2019-07-09 07:00:00;2019-07-09 11:00:00;GOC_from;CEA_to
96911;09-07-2019;13;2019-07-09 17:00:00;2019-07-09 21:00:00;GOC_from;CEA_to
102250;09-07-2019;11;2019-07-09 13:00:00;2019-07-09 18:00:00;GOC_from;EBJ_end
112057;09-07-2019;2;2019-07-09 16:00:00;2019-07-09 20:00:00;HAL_from;CEA_to
122196;09-07-2019;4;2019-07-09 16:00:00;2019-07-09 20:00:00;HBC_from;CEA_to
133490;09-07-2019;10;2019-07-09 06:00:00;2019-07-09 10:00:00;MGU_from;CEA_to
151662;09-07-2019;10;2019-07-09 06:00:00;2019-07-09 10:00:00;MGU_from;TYE_to
162203;09-07-2019;5;2019-07-09 17:00:00;2019-07-09 21:00:00;RLF_from;CEA_to
163408;09-07-2019;4;2019-07-09 13:00:00;2019-07-09 18:00:00;SKJ_from;EBJ_end
164371;09-07-2019;13;2019-07-09 16:00:00;2019-07-09 08:00:00;SMA_from;EBJ_end
168730;09-07-2019;9;2019-07-09 06:00:00;2019-07-09 10:00:00;TYE_from;MGU_to
169847;09-07-2019;4;2019-07-09 09:00:00;2019-07-09 13:00:00;TYW_from;CEA_to
173021;09-07-2019;15;2019-07-09 09:00:00;2019-07-09 14:00:00;TYW_from;EBJ_end
