;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
3941;06-12-2019;8;2019-12-06 07:00:00;2019-12-06 12:00:00;CEA_from;EBJ_end
3996;06-12-2019;16;2019-12-06 06:00:00;2019-12-06 11:00:00;CEA_from;EBJ_end
4063;06-12-2019;12;2019-12-06 13:00:00;2019-12-06 18:00:00;CEA_from;EBJ_end
4408;06-12-2019;12;2019-12-06 10:00:00;2019-12-06 15:00:00;CEA_from;EBJ_end
18839;06-12-2019;15;2019-12-06 05:00:00;2019-12-06 09:00:00;CEA_from;GOC_to
19535;06-12-2019;8;2019-12-06 17:00:00;2019-12-06 21:00:00;CEA_from;GOC_to
23778;06-12-2019;3;2019-12-06 09:00:00;2019-12-06 13:00:00;CEA_from;TYW_to
45057;06-12-2019;13;2019-12-06 15:00:00;2019-12-06 21:00:00;EBJ_start;CEA_to
45194;06-12-2019;14;2019-12-06 12:00:00;2019-12-06 17:00:00;EBJ_start;CEA_to
45199;06-12-2019;14;2019-12-06 08:00:00;2019-12-06 13:00:00;EBJ_start;CEA_to
45340;06-12-2019;14;2019-12-06 04:00:00;2019-12-06 09:00:00;EBJ_start;CEA_to
45791;06-12-2019;2;2019-12-06 05:00:00;2019-12-06 11:00:00;EBJ_start;CEA_to
60084;06-12-2019;8;2019-12-06 16:00:00;2019-12-06 21:00:00;EBJ_start;GOC_to
60268;06-12-2019;1;2019-12-06 15:00:00;2019-12-06 21:00:00;EBJ_start;GOC_to
63624;06-12-2019;3;2019-12-06 05:00:00;2019-12-06 11:00:00;EBJ_start;HAR_to
70635;06-12-2019;14;2019-12-06 09:00:00;2019-12-06 14:00:00;EBJ_start;MGU_to
70853;06-12-2019;7;2019-12-06 05:00:00;2019-12-06 10:00:00;EBJ_start;MGU_to
70996;06-12-2019;14;2019-12-06 12:00:00;2019-12-06 17:00:00;EBJ_start;MGU_to
85718;06-12-2019;5;2019-12-06 16:00:00;2019-12-06 21:00:00;EBJ_start;SKJ_to
98891;06-12-2019;14;2019-12-06 17:00:00;2019-12-06 22:00:00;GOC_from;CEA_to
99575;06-12-2019;9;2019-12-06 05:00:00;2019-12-06 10:00:00;GOC_from;CEA_to
100841;06-12-2019;10;2019-12-06 17:00:00;2019-12-06 22:00:00;GOC_from;EBJ_end
119088;06-12-2019;1;2019-12-06 17:00:00;2019-12-06 21:00:00;HAL_from;HBC_to
119802;06-12-2019;2;2019-12-06 07:00:00;2019-12-06 11:00:00;HAR_from;CEA_to
120100;06-12-2019;1;2019-12-06 07:00:00;2019-12-06 12:00:00;HAR_from;EBJ_end
142844;06-12-2019;15;2019-12-06 13:00:00;2019-12-06 18:00:00;MGU_from;EBJ_end
142883;06-12-2019;15;2019-12-06 10:00:00;2019-12-06 15:00:00;MGU_from;EBJ_end
143007;06-12-2019;7;2019-12-06 06:00:00;2019-12-06 12:00:00;MGU_from;EBJ_end
152428;06-12-2019;1;2019-12-06 06:00:00;2019-12-06 10:00:00;MGU_from;TYE_to
163243;06-12-2019;6;2019-12-06 17:00:00;2019-12-06 22:00:00;SKJ_from;EBJ_end
164254;06-12-2019;1;2019-12-06 17:00:00;2019-12-06 21:00:00;SKJ_from;GOC_to
169287;06-12-2019;3;2019-12-06 13:00:00;2019-12-06 17:00:00;TYE_from;MGU_to
169322;06-12-2019;1;2019-12-06 10:00:00;2019-12-06 14:00:00;TYE_from;MGU_to
169554;06-12-2019;3;2019-12-06 07:00:00;2019-12-06 11:00:00;TYW_from;CEA_to
169573;06-12-2019;2;2019-12-06 10:00:00;2019-12-06 14:00:00;TYW_from;CEA_to
