;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
5314;05-08-2019;11;2019-08-05 17:00:00;2019-08-05 22:00:00;CEA_from;EBJ_end
17559;05-08-2019;16;2019-08-05 05:00:00;2019-08-05 09:00:00;CEA_from;GOC_to
17640;05-08-2019;11;2019-08-05 16:00:00;2019-08-05 21:00:00;CEA_from;GOC_to
20604;05-08-2019;11;2019-08-05 05:00:00;2019-08-05 09:00:00;CEA_from;HAL_to
22115;05-08-2019;3;2019-08-05 16:00:00;2019-08-05 21:00:00;CEA_from;MGU_to
23963;05-08-2019;4;2019-08-05 10:00:00;2019-08-05 14:00:00;CEA_from;TYW_to
29940;05-08-2019;16;2019-08-05 09:00:00;2019-08-05 14:00:00;DAF_from;EBJ_end
30504;05-08-2019;1;2019-08-05 13:00:00;2019-08-05 18:00:00;DAF_from;EBJ_end
38582;05-08-2019;1;2019-08-05 09:00:00;2019-08-05 13:00:00;DAF_from;MIN_to
51667;05-08-2019;15;2019-08-05 08:00:00;2019-08-05 13:00:00;EBJ_start;DAF_to
58785;05-08-2019;15;2019-08-05 15:00:00;2019-08-05 20:00:00;EBJ_start;GOC_to
62803;05-08-2019;6;2019-08-05 15:00:00;2019-08-05 21:00:00;EBJ_start;HAL_to
65849;05-08-2019;13;2019-08-05 11:00:00;2019-08-05 17:00:00;EBJ_start;HBC_to
72225;05-08-2019;13;2019-08-05 12:00:00;2019-08-05 17:00:00;EBJ_start;MGU_to
82095;05-08-2019;7;2019-08-05 15:00:00;2019-08-05 20:00:00;EBJ_start;NSA_to
88147;05-08-2019;11;2019-08-05 08:00:00;2019-08-05 13:00:00;EBJ_start;TYW_to
97467;05-08-2019;11;2019-08-05 17:00:00;2019-08-05 21:00:00;GOC_from;CEA_to
97474;05-08-2019;16;2019-08-05 16:00:00;2019-08-05 20:00:00;GOC_from;CEA_to
97526;05-08-2019;12;2019-08-05 05:00:00;2019-08-05 09:00:00;GOC_from;CEA_to
111942;05-08-2019;10;2019-08-05 17:00:00;2019-08-05 21:00:00;HAL_from;CEA_to
113599;05-08-2019;7;2019-08-05 17:00:00;2019-08-05 22:00:00;HAL_from;EBJ_end
118972;05-08-2019;1;2019-08-05 17:00:00;2019-08-05 21:00:00;HAL_from;HBC_to
124528;05-08-2019;12;2019-08-05 13:00:00;2019-08-05 18:00:00;HBC_from;EBJ_end
133630;05-08-2019;3;2019-08-05 17:00:00;2019-08-05 21:00:00;MGU_from;CEA_to
141669;05-08-2019;16;2019-08-05 13:00:00;2019-08-05 18:00:00;MGU_from;EBJ_end
151802;05-08-2019;9;2019-08-05 13:00:00;2019-08-05 17:00:00;MGU_from;TYE_to
152602;05-08-2019;1;2019-08-05 09:00:00;2019-08-05 13:00:00;MIN_from;DAF_to
158197;05-08-2019;8;2019-08-05 17:00:00;2019-08-05 22:00:00;NSA_from;EBJ_end
168790;05-08-2019;8;2019-08-05 13:00:00;2019-08-05 17:00:00;TYE_from;MGU_to
169842;05-08-2019;3;2019-08-05 09:00:00;2019-08-05 13:00:00;TYW_from;CEA_to
173095;05-08-2019;12;2019-08-05 10:00:00;2019-08-05 15:00:00;TYW_from;EBJ_end
