;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
9856;10-03-2018;10;2018-03-10 08:00:00;2018-03-10 13:00:00;CEA_from;EBJ_end
9963;10-03-2018;6;2018-03-10 13:00:00;2018-03-10 19:00:00;CEA_from;EBJ_end
9977;10-03-2018;12;2018-03-10 10:00:00;2018-03-10 16:00:00;CEA_from;EBJ_end
24860;10-03-2018;5;2018-03-10 10:00:00;2018-03-10 14:00:00;CEA_from;TYW_to
26569;10-03-2018;12;2018-03-10 05:00:00;2018-03-10 10:00:00;DAF_from;CEA_to
34126;10-03-2018;3;2018-03-10 07:00:00;2018-03-10 13:00:00;DAF_from;EBJ_end
39766;10-03-2018;15;2018-03-10 09:00:00;2018-03-10 14:00:00;EBJ_start;CEA_to
39831;10-03-2018;3;2018-03-10 10:00:00;2018-03-10 15:00:00;EBJ_start;CEA_to
39834;10-03-2018;9;2018-03-10 06:00:00;2018-03-10 11:00:00;EBJ_start;CEA_to
40404;10-03-2018;7;2018-03-10 12:00:00;2018-03-10 17:00:00;EBJ_start;CEA_to
47088;10-03-2018;5;2018-03-10 12:00:00;2018-03-10 17:00:00;EBJ_start;DAF_to
47602;10-03-2018;4;2018-03-10 06:00:00;2018-03-10 11:00:00;EBJ_start;DAF_to
54672;10-03-2018;5;2018-03-10 10:00:00;2018-03-10 14:00:00;EBJ_start;GOC_to
54784;10-03-2018;8;2018-03-10 12:00:00;2018-03-10 18:00:00;EBJ_start;GOC_to
61274;10-03-2018;2;2018-03-10 05:00:00;2018-03-10 10:00:00;EBJ_start;HAL_to
64479;10-03-2018;1;2018-03-10 09:00:00;2018-03-10 14:00:00;EBJ_start;HAR_to
69054;10-03-2018;13;2018-03-10 05:00:00;2018-03-10 10:00:00;EBJ_start;HBC_to
76911;10-03-2018;6;2018-03-10 10:00:00;2018-03-10 15:00:00;EBJ_start;MGU_to
76982;10-03-2018;7;2018-03-10 12:00:00;2018-03-10 17:00:00;EBJ_start;MGU_to
77031;10-03-2018;15;2018-03-10 09:00:00;2018-03-10 14:00:00;EBJ_start;MGU_to
86577;10-03-2018;2;2018-03-10 12:00:00;2018-03-10 18:00:00;EBJ_start;SKJ_to
90541;10-03-2018;1;2018-03-10 05:00:00;2018-03-10 10:00:00;GOC_from;CEA_to
106342;10-03-2018;1;2018-03-10 11:00:00;2018-03-10 16:00:00;GOC_from;EBJ_end
107855;10-03-2018;3;2018-03-10 05:00:00;2018-03-10 09:00:00;GOC_from;MGU_to
114965;10-03-2018;2;2018-03-10 06:00:00;2018-03-10 12:00:00;HAL_from;EBJ_end
127118;10-03-2018;10;2018-03-10 06:00:00;2018-03-10 12:00:00;HBC_from;EBJ_end
135933;10-03-2018;20;2018-03-10 11:00:00;2018-03-10 16:00:00;MGU_from;EBJ_end
136549;10-03-2018;8;2018-03-10 14:00:00;2018-03-10 19:00:00;MGU_from;EBJ_end
147272;10-03-2018;1;2018-03-10 05:00:00;2018-03-10 09:00:00;MGU_from;GOC_to
148868;10-03-2018;3;2018-03-10 05:00:00;2018-03-10 09:00:00;MGU_from;TYE_to
149173;10-03-2018;2;2018-03-10 10:00:00;2018-03-10 14:00:00;MGU_from;TYE_to
154403;10-03-2018;9;2018-03-10 14:00:00;2018-03-10 19:00:00;MRI_from;EBJ_end
166197;10-03-2018;2;2018-03-10 11:00:00;2018-03-10 15:00:00;TYE_from;MGU_to
170798;10-03-2018;3;2018-03-10 10:00:00;2018-03-10 14:00:00;TYW_from;CEA_to
