;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
6730;02-05-2019;2;2019-05-02 17:00:00;2019-05-02 23:00:00;CEA_from;EBJ_end
14998;02-05-2019;14;2019-05-02 17:00:00;2019-05-02 21:00:00;CEA_from;GOC_to
15371;02-05-2019;15;2019-05-02 05:00:00;2019-05-02 09:00:00;CEA_from;GOC_to
20397;02-05-2019;3;2019-05-02 06:00:00;2019-05-02 10:00:00;CEA_from;HAL_to
31074;02-05-2019;3;2019-05-02 07:00:00;2019-05-02 12:00:00;DAF_from;EBJ_end
43536;02-05-2019;1;2019-05-02 15:00:00;2019-05-02 21:00:00;EBJ_start;CEA_to
50968;02-05-2019;6;2019-05-02 05:00:00;2019-05-02 10:00:00;EBJ_start;DAF_to
58250;02-05-2019;11;2019-05-02 08:00:00;2019-05-02 13:00:00;EBJ_start;GOC_to
62481;02-05-2019;6;2019-05-02 15:00:00;2019-05-02 21:00:00;EBJ_start;HAL_to
66433;02-05-2019;8;2019-05-02 15:00:00;2019-05-02 21:00:00;EBJ_start;HBC_to
73213;02-05-2019;12;2019-05-02 15:00:00;2019-05-02 20:00:00;EBJ_start;MGU_to
78278;02-05-2019;15;2019-05-02 11:00:00;2019-05-02 17:00:00;EBJ_start;MIN_to
78327;02-05-2019;10;2019-05-02 05:00:00;2019-05-02 11:00:00;EBJ_start;MIN_to
82606;02-05-2019;13;2019-05-02 04:00:00;2019-05-02 09:00:00;EBJ_start;NSA_to
95288;02-05-2019;14;2019-05-02 06:00:00;2019-05-02 10:00:00;GOC_from;CEA_to
95290;02-05-2019;15;2019-05-02 17:00:00;2019-05-02 21:00:00;GOC_from;CEA_to
102925;02-05-2019;13;2019-05-02 09:00:00;2019-05-02 14:00:00;GOC_from;EBJ_end
112274;02-05-2019;3;2019-05-02 16:00:00;2019-05-02 21:00:00;HAL_from;CEA_to
113729;02-05-2019;6;2019-05-02 17:00:00;2019-05-02 22:00:00;HAL_from;EBJ_end
118920;02-05-2019;2;2019-05-02 17:00:00;2019-05-02 21:00:00;HAL_from;HBC_to
124836;02-05-2019;10;2019-05-02 17:00:00;2019-05-02 22:00:00;HBC_from;EBJ_end
131955;02-05-2019;1;2019-05-02 17:00:00;2019-05-02 21:00:00;HBC_from;HAL_to
133517;02-05-2019;1;2019-05-02 16:00:00;2019-05-02 21:00:00;MGU_from;CEA_to
133520;02-05-2019;3;2019-05-02 17:00:00;2019-05-02 21:00:00;MGU_from;CEA_to
139976;02-05-2019;8;2019-05-02 18:00:00;2019-05-02 23:00:00;MGU_from;EBJ_end
148679;02-05-2019;3;2019-05-02 18:00:00;2019-05-02 22:00:00;MGU_from;NSA_to
151541;02-05-2019;1;2019-05-02 16:00:00;2019-05-02 20:00:00;MGU_from;TYE_to
152623;02-05-2019;13;2019-05-02 13:00:00;2019-05-02 18:00:00;MIN_from;EBJ_end
152635;02-05-2019;13;2019-05-02 07:00:00;2019-05-02 12:00:00;MIN_from;EBJ_end
158611;02-05-2019;6;2019-05-02 18:00:00;2019-05-02 23:00:00;NSA_from;EBJ_end
158615;02-05-2019;14;2019-05-02 06:00:00;2019-05-02 11:00:00;NSA_from;EBJ_end
168606;02-05-2019;1;2019-05-02 18:00:00;2019-05-02 22:00:00;TYE_from;MGU_to
170171;02-05-2019;1;2019-05-02 17:00:00;2019-05-02 21:00:00;TYW_from;CEA_to
