;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
20013;04-03-2020;1;2020-03-04 17:00:00;2020-03-04 21:00:00;CEA_from;GOC_to
28264;04-03-2020;15;2020-03-04 06:00:00;2020-03-04 11:00:00;DAF_from;EBJ_end
28845;04-03-2020;14;2020-03-04 13:00:00;2020-03-04 18:00:00;DAF_from;EBJ_end
35370;04-03-2020;10;2020-03-04 16:00:00;2020-03-04 21:00:00;DAF_from;GOC_to
39521;04-03-2020;4;2020-03-04 16:00:00;2020-03-04 20:00:00;DAF_from;NSA_to
39535;04-03-2020;14;2020-03-04 06:00:00;2020-03-04 10:00:00;DAF_from;NSA_to
46263;04-03-2020;3;2020-03-04 15:00:00;2020-03-04 21:00:00;EBJ_start;CEA_to
53369;04-03-2020;14;2020-03-04 11:00:00;2020-03-04 17:00:00;EBJ_start;DAF_to
53519;04-03-2020;7;2020-03-04 15:00:00;2020-03-04 20:00:00;EBJ_start;DAF_to
53782;04-03-2020;14;2020-03-04 05:00:00;2020-03-04 10:00:00;EBJ_start;DAF_to
60449;04-03-2020;14;2020-03-04 04:00:00;2020-03-04 10:00:00;EBJ_start;GOC_to
61113;04-03-2020;2;2020-03-04 15:00:00;2020-03-04 21:00:00;EBJ_start;GOC_to
63346;04-03-2020;1;2020-03-04 15:00:00;2020-03-04 21:00:00;EBJ_start;HAL_to
63564;04-03-2020;5;2020-03-04 12:00:00;2020-03-04 17:00:00;EBJ_start;HAR_to
64733;04-03-2020;9;2020-03-04 15:00:00;2020-03-04 20:00:00;EBJ_start;HBC_to
69927;04-03-2020;14;2020-03-04 08:00:00;2020-03-04 13:00:00;EBJ_start;MGU_to
100622;04-03-2020;11;2020-03-04 18:00:00;2020-03-04 23:00:00;GOC_from;EBJ_end
100710;04-03-2020;5;2020-03-04 06:00:00;2020-03-04 12:00:00;GOC_from;EBJ_end
110940;04-03-2020;7;2020-03-04 06:00:00;2020-03-04 11:00:00;GOC_from;MGU_to
111585;04-03-2020;5;2020-03-04 06:00:00;2020-03-04 10:00:00;GOC_from;RLF_to
113031;04-03-2020;1;2020-03-04 09:00:00;2020-03-04 14:00:00;HAL_from;EBJ_end
113270;04-03-2020;1;2020-03-04 17:00:00;2020-03-04 22:00:00;HAL_from;EBJ_end
119336;04-03-2020;1;2020-03-04 06:00:00;2020-03-04 10:00:00;HAL_from;HBC_to
119584;04-03-2020;1;2020-03-04 06:00:00;2020-03-04 10:00:00;HAL_from;RLF_to
120055;04-03-2020;8;2020-03-04 13:00:00;2020-03-04 18:00:00;HAR_from;EBJ_end
123229;04-03-2020;6;2020-03-04 17:00:00;2020-03-04 22:00:00;HBC_from;EBJ_end
127969;04-03-2020;1;2020-03-04 17:00:00;2020-03-04 21:00:00;HBC_from;GOC_to
133769;04-03-2020;1;2020-03-04 16:00:00;2020-03-04 21:00:00;MGU_from;CEA_to
143885;04-03-2020;7;2020-03-04 07:00:00;2020-03-04 12:00:00;MGU_from;EBJ_end
143886;04-03-2020;13;2020-03-04 09:00:00;2020-03-04 14:00:00;MGU_from;EBJ_end
157227;04-03-2020;15;2020-03-04 06:00:00;2020-03-04 10:00:00;NSA_from;DAF_to
157369;04-03-2020;4;2020-03-04 16:00:00;2020-03-04 20:00:00;NSA_from;DAF_to
162448;04-03-2020;1;2020-03-04 18:00:00;2020-03-04 23:00:00;RLF_from;EBJ_end
162480;04-03-2020;5;2020-03-04 18:00:00;2020-03-04 22:00:00;RLF_from;GOC_to
164652;04-03-2020;7;2020-03-03 22:00:00;2020-03-04 03:00:00;SMA_from;EBJ_end
173794;04-03-2020;20;2020-03-03 22:00:00;2020-03-04 03:00:00;VCY_from;EBJ_end
