;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
5516;09-09-2019;1;2019-09-09 05:00:00;2019-09-09 12:00:00;CEA_from;EBJ_end
5612;09-09-2019;2;2019-09-09 10:00:00;2019-09-09 15:00:00;CEA_from;EBJ_end
18262;09-09-2019;1;2019-09-09 05:00:00;2019-09-09 09:00:00;CEA_from;GOC_to
18264;09-09-2019;5;2019-09-09 17:00:00;2019-09-09 21:00:00;CEA_from;GOC_to
29886;09-09-2019;4;2019-09-09 07:00:00;2019-09-09 12:00:00;DAF_from;EBJ_end
30300;09-09-2019;11;2019-09-09 09:00:00;2019-09-09 14:00:00;DAF_from;EBJ_end
44428;09-09-2019;6;2019-09-09 09:00:00;2019-09-09 14:00:00;EBJ_start;CEA_to
51895;09-09-2019;16;2019-09-09 08:00:00;2019-09-09 13:00:00;EBJ_start;DAF_to
52133;09-09-2019;1;2019-09-09 15:00:00;2019-09-09 20:00:00;EBJ_start;DAF_to
62871;09-09-2019;9;2019-09-09 15:00:00;2019-09-09 21:00:00;EBJ_start;HAL_to
62890;09-09-2019;14;2019-09-09 15:00:00;2019-09-09 20:00:00;EBJ_start;HAL_to
65551;09-09-2019;12;2019-09-09 11:00:00;2019-09-09 16:00:00;EBJ_start;HBC_to
72325;09-09-2019;13;2019-09-09 12:00:00;2019-09-09 17:00:00;EBJ_start;MGU_to
81977;09-09-2019;4;2019-09-09 15:00:00;2019-09-09 21:00:00;EBJ_start;NSA_to
88099;09-09-2019;9;2019-09-09 09:00:00;2019-09-09 14:00:00;EBJ_start;TYW_to
98241;09-09-2019;3;2019-09-09 17:00:00;2019-09-09 21:00:00;GOC_from;CEA_to
101960;09-09-2019;15;2019-09-09 17:00:00;2019-09-09 22:00:00;GOC_from;EBJ_end
113466;09-09-2019;9;2019-09-09 17:00:00;2019-09-09 22:00:00;HAL_from;EBJ_end
115153;09-09-2019;14;2019-09-09 16:00:00;2019-09-09 20:00:00;HAL_from;GOC_to
119025;09-09-2019;1;2019-09-09 05:00:00;2019-09-09 09:00:00;HAL_from;HBC_to
119044;09-09-2019;3;2019-09-09 16:00:00;2019-09-09 20:00:00;HAL_from;HBC_to
124192;09-09-2019;15;2019-09-09 13:00:00;2019-09-09 18:00:00;HBC_from;EBJ_end
128056;09-09-2019;1;2019-09-09 16:00:00;2019-09-09 20:00:00;HBC_from;GOC_to
132039;09-09-2019;1;2019-09-09 16:00:00;2019-09-09 20:00:00;HBC_from;HAL_to
132049;09-09-2019;1;2019-09-09 05:00:00;2019-09-09 09:00:00;HBC_from;HAL_to
141808;09-09-2019;16;2019-09-09 13:00:00;2019-09-09 18:00:00;MGU_from;EBJ_end
151913;09-09-2019;10;2019-09-09 13:00:00;2019-09-09 17:00:00;MGU_from;TYE_to
158127;09-09-2019;5;2019-09-09 17:00:00;2019-09-09 22:00:00;NSA_from;EBJ_end
168908;09-09-2019;10;2019-09-09 13:00:00;2019-09-09 17:00:00;TYE_from;MGU_to
173153;09-09-2019;10;2019-09-09 10:00:00;2019-09-09 15:00:00;TYW_from;EBJ_end
