;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
2912;06-02-2020;5;2020-02-06 17:00:00;2020-02-06 22:00:00;CEA_from;EBJ_end
3157;06-02-2020;15;2020-02-06 10:00:00;2020-02-06 15:00:00;CEA_from;EBJ_end
21981;06-02-2020;1;2020-02-06 17:00:00;2020-02-06 21:00:00;CEA_from;MGU_to
28438;06-02-2020;11;2020-02-06 07:00:00;2020-02-06 12:00:00;DAF_from;EBJ_end
28451;06-02-2020;13;2020-02-06 06:00:00;2020-02-06 11:00:00;DAF_from;EBJ_end
39243;06-02-2020;16;2020-02-06 06:00:00;2020-02-06 10:00:00;DAF_from;NSA_to
46063;06-02-2020;12;2020-02-06 09:00:00;2020-02-06 14:00:00;EBJ_start;CEA_to
53097;06-02-2020;16;2020-02-06 04:00:00;2020-02-06 10:00:00;EBJ_start;DAF_to
53270;06-02-2020;15;2020-02-06 05:00:00;2020-02-06 10:00:00;EBJ_start;DAF_to
60447;06-02-2020;14;2020-02-06 08:00:00;2020-02-06 13:00:00;EBJ_start;GOC_to
61123;06-02-2020;1;2020-02-06 15:00:00;2020-02-06 20:00:00;EBJ_start;GOC_to
63265;06-02-2020;8;2020-02-06 15:00:00;2020-02-06 20:00:00;EBJ_start;HAL_to
64971;06-02-2020;10;2020-02-06 15:00:00;2020-02-06 21:00:00;EBJ_start;HBC_to
70313;06-02-2020;2;2020-02-06 15:00:00;2020-02-06 21:00:00;EBJ_start;MGU_to
100676;06-02-2020;13;2020-02-06 09:00:00;2020-02-06 14:00:00;GOC_from;EBJ_end
111917;06-02-2020;5;2020-02-06 16:00:00;2020-02-06 20:00:00;HAL_from;CEA_to
113237;06-02-2020;4;2020-02-06 17:00:00;2020-02-06 22:00:00;HAL_from;EBJ_end
119281;06-02-2020;2;2020-02-06 17:00:00;2020-02-06 21:00:00;HAL_from;HBC_to
123241;06-02-2020;11;2020-02-06 17:00:00;2020-02-06 22:00:00;HBC_from;EBJ_end
132306;06-02-2020;2;2020-02-06 06:00:00;2020-02-06 10:00:00;HBC_from;HAL_to
133747;06-02-2020;1;2020-02-06 17:00:00;2020-02-06 21:00:00;MGU_from;CEA_to
135864;06-02-2020;1;2020-02-06 06:00:00;2020-02-06 10:00:00;MGU_from;DAF_to
143683;06-02-2020;8;2020-02-06 17:00:00;2020-02-06 22:00:00;MGU_from;EBJ_end
157083;06-02-2020;3;2020-02-06 06:00:00;2020-02-06 10:00:00;NSA_from;DAF_to
157088;06-02-2020;11;2020-02-06 07:00:00;2020-02-06 11:00:00;NSA_from;DAF_to
