;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
3147;07-01-2020;13;2020-01-07 06:00:00;2020-01-07 11:00:00;CEA_from;EBJ_end
20796;07-01-2020;6;2020-01-07 05:00:00;2020-01-07 10:00:00;CEA_from;HAR_to
29028;07-01-2020;11;2020-01-07 10:00:00;2020-01-07 14:00:00;DAF_from;EBJ_end
38527;07-01-2020;1;2020-01-07 17:00:00;2020-01-07 22:00:00;DAF_from;MGU_to
39152;07-01-2020;7;2020-01-07 17:00:00;2020-01-07 21:00:00;DAF_from;NSA_to
45770;07-01-2020;12;2020-01-07 04:00:00;2020-01-07 09:00:00;EBJ_start;CEA_to
52964;07-01-2020;11;2020-01-07 08:00:00;2020-01-07 13:00:00;EBJ_start;DAF_to
60530;07-01-2020;6;2020-01-07 15:00:00;2020-01-07 22:00:00;EBJ_start;GOC_to
60558;07-01-2020;8;2020-01-07 12:00:00;2020-01-07 17:00:00;EBJ_start;GOC_to
61042;07-01-2020;1;2020-01-07 04:00:00;2020-01-07 09:00:00;EBJ_start;GOC_to
64790;07-01-2020;9;2020-01-07 15:00:00;2020-01-07 20:00:00;EBJ_start;HBC_to
70238;07-01-2020;11;2020-01-07 08:00:00;2020-01-07 13:00:00;EBJ_start;MGU_to
85671;07-01-2020;1;2020-01-07 15:00:00;2020-01-07 21:00:00;EBJ_start;SKJ_to
85677;07-01-2020;4;2020-01-07 12:00:00;2020-01-07 17:00:00;EBJ_start;SKJ_to
99988;07-01-2020;3;2020-01-07 05:00:00;2020-01-07 09:00:00;GOC_from;CEA_to
100688;07-01-2020;7;2020-01-07 13:00:00;2020-01-07 18:00:00;GOC_from;EBJ_end
110934;07-01-2020;6;2020-01-07 18:00:00;2020-01-07 22:00:00;GOC_from;MGU_to
119376;07-01-2020;1;2020-01-07 17:00:00;2020-01-07 22:00:00;HAL_from;MGU_to
119941;07-01-2020;5;2020-01-07 18:00:00;2020-01-07 23:00:00;HAR_from;CEA_to
121470;07-01-2020;1;2020-01-07 18:00:00;2020-01-07 23:00:00;HAR_from;MGU_to
142372;07-01-2020;13;2020-01-07 19:00:00;2020-01-08 00:00:00;MGU_from;EBJ_end
143209;07-01-2020;14;2020-01-07 09:00:00;2020-01-07 14:00:00;MGU_from;EBJ_end
152458;07-01-2020;9;2020-01-07 09:00:00;2020-01-07 13:00:00;MGU_from;TYE_to
163251;07-01-2020;3;2020-01-07 13:00:00;2020-01-07 18:00:00;SKJ_from;EBJ_end
164252;07-01-2020;1;2020-01-07 05:00:00;2020-01-07 09:00:00;SKJ_from;GOC_to
164290;07-01-2020;1;2020-01-07 05:00:00;2020-01-07 10:00:00;SKJ_from;HAR_to
164317;07-01-2020;1;2020-01-07 17:00:00;2020-01-07 22:00:00;SKJ_from;MGU_to
164680;07-01-2020;18;2020-01-07 17:00:00;2020-01-07 09:00:00;SMA_from;EBJ_end
