;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
9000;04-06-2018;11;2018-06-04 07:00:00;2018-06-04 12:00:00;CEA_from;EBJ_end
9218;04-06-2018;5;2018-06-04 09:00:00;2018-06-04 14:00:00;CEA_from;EBJ_end
27156;04-06-2018;2;2018-06-04 07:00:00;2018-06-04 11:00:00;DAF_from;CEA_to
33210;04-06-2018;11;2018-06-04 10:00:00;2018-06-04 14:00:00;DAF_from;EBJ_end
39722;04-06-2018;8;2018-06-04 15:00:00;2018-06-04 20:00:00;EBJ_start;CEA_to
40570;04-06-2018;4;2018-06-04 08:00:00;2018-06-04 13:00:00;EBJ_start;CEA_to
48622;04-06-2018;11;2018-06-04 08:00:00;2018-06-04 13:00:00;EBJ_start;DAF_to
55917;04-06-2018;3;2018-06-04 15:00:00;2018-06-04 21:00:00;EBJ_start;GOC_to
61530;04-06-2018;4;2018-06-04 12:00:00;2018-06-04 17:00:00;EBJ_start;HAL_to
68502;04-06-2018;5;2018-06-04 15:00:00;2018-06-04 21:00:00;EBJ_start;HBC_to
68757;04-06-2018;9;2018-06-04 12:00:00;2018-06-04 17:00:00;EBJ_start;HBC_to
76206;04-06-2018;5;2018-06-04 11:00:00;2018-06-04 17:00:00;EBJ_start;MGU_to
85576;04-06-2018;2;2018-06-04 12:00:00;2018-06-04 17:00:00;EBJ_start;SCO_to
87014;04-06-2018;11;2018-06-04 08:00:00;2018-06-04 13:00:00;EBJ_start;TYE_to
89656;04-06-2018;9;2018-06-04 11:00:00;2018-06-04 17:00:00;EBJ_start;TYW_to
105592;04-06-2018;4;2018-06-04 06:00:00;2018-06-04 12:00:00;GOC_from;EBJ_end
108196;04-06-2018;5;2018-06-04 05:00:00;2018-06-04 09:00:00;GOC_from;MGU_to
108471;04-06-2018;5;2018-06-04 18:00:00;2018-06-04 22:00:00;GOC_from;MGU_to
111121;04-06-2018;3;2018-06-04 18:00:00;2018-06-04 22:00:00;GOC_from;NSA_to
111197;04-06-2018;9;2018-06-04 05:00:00;2018-06-04 09:00:00;GOC_from;RLF_to
114588;04-06-2018;5;2018-06-04 13:00:00;2018-06-04 18:00:00;HAL_from;EBJ_end
116392;04-06-2018;3;2018-06-04 17:00:00;2018-06-04 21:00:00;HAL_from;HBC_to
126749;04-06-2018;9;2018-06-04 13:00:00;2018-06-04 18:00:00;HBC_from;EBJ_end
128198;04-06-2018;3;2018-06-04 05:00:00;2018-06-04 09:00:00;HBC_from;GOC_to
129482;04-06-2018;5;2018-06-04 05:00:00;2018-06-04 09:00:00;HBC_from;HAL_to
138068;04-06-2018;5;2018-06-04 13:00:00;2018-06-04 18:00:00;MGU_from;EBJ_end
146382;04-06-2018;6;2018-06-04 18:00:00;2018-06-04 22:00:00;MGU_from;GOC_to
146988;04-06-2018;4;2018-06-04 06:00:00;2018-06-04 10:00:00;MGU_from;GOC_to
162814;04-06-2018;9;2018-06-04 17:00:00;2018-06-04 21:00:00;RLF_from;GOC_to
162997;04-06-2018;2;2018-06-04 13:00:00;2018-06-04 17:00:00;SCO_from;HCA_to
163923;04-06-2018;1;2018-06-04 06:00:00;2018-06-04 12:00:00;SKJ_from;EBJ_end
165584;04-06-2018;12;2018-06-04 09:00:00;2018-06-04 14:00:00;TYE_from;EBJ_end
166562;04-06-2018;3;2018-06-04 18:00:00;2018-06-04 22:00:00;TYE_from;MGU_to
171481;04-06-2018;11;2018-06-04 13:00:00;2018-06-04 18:00:00;TYW_from;EBJ_end
