;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
18265;10-09-2019;5;2019-09-10 17:00:00;2019-09-10 21:00:00;CEA_from;GOC_to
18290;10-09-2019;2;2019-09-10 05:00:00;2019-09-10 09:00:00;CEA_from;GOC_to
23201;10-09-2019;9;2019-09-10 05:00:00;2019-09-10 10:00:00;CEA_from;RLF_to
23871;10-09-2019;1;2019-09-10 17:00:00;2019-09-10 21:00:00;CEA_from;TYW_to
29891;10-09-2019;15;2019-09-10 10:00:00;2019-09-10 14:00:00;DAF_from;EBJ_end
38554;10-09-2019;1;2019-09-10 09:00:00;2019-09-10 13:00:00;DAF_from;MIN_to
51905;10-09-2019;13;2019-09-10 08:00:00;2019-09-10 13:00:00;EBJ_start;DAF_to
57846;10-09-2019;16;2019-09-10 04:00:00;2019-09-10 09:00:00;EBJ_start;GOC_to
59518;10-09-2019;8;2019-09-10 15:00:00;2019-09-10 20:00:00;EBJ_start;GOC_to
59547;10-09-2019;9;2019-09-10 12:00:00;2019-09-10 17:00:00;EBJ_start;GOC_to
62959;10-09-2019;1;2019-09-10 15:00:00;2019-09-10 20:00:00;EBJ_start;HAL_to
65552;10-09-2019;5;2019-09-10 15:00:00;2019-09-10 20:00:00;EBJ_start;HBC_to
72101;10-09-2019;10;2019-09-10 05:00:00;2019-09-10 10:00:00;EBJ_start;MGU_to
85822;10-09-2019;4;2019-09-10 12:00:00;2019-09-10 17:00:00;EBJ_start;SKJ_to
88105;10-09-2019;11;2019-09-10 08:00:00;2019-09-10 13:00:00;EBJ_start;TYW_to
98214;10-09-2019;5;2019-09-10 05:00:00;2019-09-10 09:00:00;GOC_from;CEA_to
98242;10-09-2019;8;2019-09-10 17:00:00;2019-09-10 21:00:00;GOC_from;CEA_to
101959;10-09-2019;9;2019-09-10 13:00:00;2019-09-10 18:00:00;GOC_from;EBJ_end
101975;10-09-2019;2;2019-09-10 17:00:00;2019-09-10 22:00:00;GOC_from;EBJ_end
110984;10-09-2019;16;2019-09-10 06:00:00;2019-09-10 10:00:00;GOC_from;MIN_to
115168;10-09-2019;1;2019-09-10 16:00:00;2019-09-10 20:00:00;HAL_from;GOC_to
128038;10-09-2019;1;2019-09-10 16:00:00;2019-09-10 20:00:00;HBC_from;GOC_to
141795;10-09-2019;11;2019-09-10 06:00:00;2019-09-10 11:00:00;MGU_from;EBJ_end
151975;10-09-2019;9;2019-09-10 06:00:00;2019-09-10 10:00:00;MGU_from;TYE_to
152674;10-09-2019;15;2019-09-10 06:00:00;2019-09-10 11:00:00;MIN_from;EBJ_end
155845;10-09-2019;11;2019-09-10 16:00:00;2019-09-10 10:00:00;MTR_from;EBJ_end
162257;10-09-2019;9;2019-09-10 17:00:00;2019-09-10 21:00:00;RLF_from;CEA_to
163345;10-09-2019;5;2019-09-10 13:00:00;2019-09-10 18:00:00;SKJ_from;EBJ_end
168912;10-09-2019;8;2019-09-10 06:00:00;2019-09-10 10:00:00;TYE_from;MGU_to
169790;10-09-2019;1;2019-09-10 09:00:00;2019-09-10 13:00:00;TYW_from;CEA_to
173168;10-09-2019;7;2019-09-10 09:00:00;2019-09-10 14:00:00;TYW_from;EBJ_end
