;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
4505;01-01-2020;1;2020-01-01 14:00:00;2020-01-01 19:00:00;CEA_from;EBJ_end
19347;01-01-2020;7;2020-01-01 05:00:00;2020-01-01 09:00:00;CEA_from;GOC_to
21976;01-01-2020;1;2020-01-01 05:00:00;2020-01-01 09:00:00;CEA_from;MGU_to
28855;01-01-2020;8;2020-01-01 06:00:00;2020-01-01 11:00:00;DAF_from;EBJ_end
36300;01-01-2020;1;2020-01-01 16:00:00;2020-01-01 20:00:00;DAF_from;HBC_to
38488;01-01-2020;15;2020-01-01 16:00:00;2020-01-01 21:00:00;DAF_from;MGU_to
52894;01-01-2020;13;2020-01-01 15:00:00;2020-01-01 20:00:00;EBJ_start;DAF_to
60549;01-01-2020;3;2020-01-01 11:00:00;2020-01-01 17:00:00;EBJ_start;GOC_to
63360;01-01-2020;2;2020-01-01 15:00:00;2020-01-01 21:00:00;EBJ_start;HAL_to
63575;01-01-2020;6;2020-01-01 11:00:00;2020-01-01 17:00:00;EBJ_start;HAR_to
65174;01-01-2020;12;2020-01-01 15:00:00;2020-01-01 21:00:00;EBJ_start;HBC_to
70464;01-01-2020;12;2020-01-01 12:00:00;2020-01-01 17:00:00;EBJ_start;MGU_to
80758;01-01-2020;9;2019-12-31 22:00:00;2020-01-01 03:00:00;EBJ_start;MTR_to
100396;01-01-2020;8;2020-01-01 05:00:00;2020-01-01 10:00:00;GOC_from;DAF_to
101324;01-01-2020;4;2020-01-01 17:00:00;2020-01-01 22:00:00;GOC_from;EBJ_end
111611;01-01-2020;3;2020-01-01 05:00:00;2020-01-01 09:00:00;GOC_from;RLF_to
113100;01-01-2020;3;2020-01-01 17:00:00;2020-01-01 22:00:00;HAL_from;EBJ_end
119229;01-01-2020;1;2020-01-01 17:00:00;2020-01-01 21:00:00;HAL_from;HBC_to
120209;01-01-2020;5;2020-01-01 13:00:00;2020-01-01 18:00:00;HAR_from;EBJ_end
123706;01-01-2020;7;2020-01-01 17:00:00;2020-01-01 22:00:00;HBC_from;EBJ_end
127955;01-01-2020;3;2020-01-01 17:00:00;2020-01-01 21:00:00;HBC_from;GOC_to
132262;01-01-2020;1;2020-01-01 17:00:00;2020-01-01 21:00:00;HBC_from;HAL_to
142938;01-01-2020;12;2020-01-01 17:00:00;2020-01-01 22:00:00;MGU_from;EBJ_end
142947;01-01-2020;9;2020-01-01 13:00:00;2020-01-01 19:00:00;MGU_from;EBJ_end
144739;01-01-2020;1;2020-01-01 05:00:00;2020-01-01 09:00:00;MGU_from;GOC_to
152472;01-01-2020;6;2020-01-01 13:00:00;2020-01-01 17:00:00;MGU_from;TYE_to
155945;01-01-2020;6;2020-01-01 15:00:00;2020-01-01 11:00:00;MTR_from;EBJ_end
157634;01-01-2020;3;2020-01-01 14:00:00;2020-01-01 18:00:00;NSA_from;EBJ_end
157636;01-01-2020;8;2020-01-01 06:00:00;2020-01-01 11:00:00;NSA_from;EBJ_end
162461;01-01-2020;3;2020-01-01 17:00:00;2020-01-01 21:00:00;RLF_from;GOC_to
169323;01-01-2020;5;2020-01-01 13:00:00;2020-01-01 17:00:00;TYE_from;MGU_to
