;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
2303;06-10-2018;9;2018-10-06 17:00:00;2018-10-06 21:00:00;CEA_from;DAF_to
10910;06-10-2018;12;2018-10-06 18:00:00;2018-10-06 22:00:00;CEA_from;GOC_to
11159;06-10-2018;5;2018-10-06 05:00:00;2018-10-06 09:00:00;CEA_from;GOC_to
20346;06-10-2018;2;2018-10-06 05:00:00;2018-10-06 10:00:00;CEA_from;HAL_to
21183;06-10-2018;9;2018-10-06 06:00:00;2018-10-06 10:00:00;CEA_from;HAR_to
21641;06-10-2018;6;2018-10-06 05:00:00;2018-10-06 09:00:00;CEA_from;HBC_to
27483;06-10-2018;9;2018-10-06 06:00:00;2018-10-06 11:00:00;DAF_from;CEA_to
35882;06-10-2018;6;2018-10-06 17:00:00;2018-10-06 21:00:00;DAF_from;HBC_to
90608;06-10-2018;14;2018-10-06 05:00:00;2018-10-06 09:00:00;GOC_from;CEA_to
91036;06-10-2018;5;2018-10-06 18:00:00;2018-10-06 22:00:00;GOC_from;CEA_to
112319;06-10-2018;2;2018-10-06 17:00:00;2018-10-06 22:00:00;HAL_from;CEA_to
116348;06-10-2018;13;2018-10-06 17:00:00;2018-10-06 21:00:00;HAL_from;HBC_to
117554;06-10-2018;4;2018-10-06 06:00:00;2018-10-06 10:00:00;HAL_from;HBC_to
119681;06-10-2018;4;2018-10-06 17:00:00;2018-10-06 21:00:00;HAR_from;CEA_to
121249;06-10-2018;5;2018-10-06 17:00:00;2018-10-06 23:00:00;HAR_from;EBJ_end
121863;06-10-2018;6;2018-10-06 17:00:00;2018-10-06 22:00:00;HBC_from;CEA_to
122685;06-10-2018;6;2018-10-06 06:00:00;2018-10-06 10:00:00;HBC_from;DAF_to
129399;06-10-2018;9;2018-10-06 06:00:00;2018-10-06 10:00:00;HBC_from;HAL_to
130611;06-10-2018;4;2018-10-06 17:00:00;2018-10-06 21:00:00;HBC_from;HAL_to
133202;06-10-2018;1;2018-10-06 18:00:00;2018-10-06 22:00:00;MGU_from;CEA_to
133221;06-10-2018;2;2018-10-06 07:00:00;2018-10-06 11:00:00;MGU_from;CEA_to
138454;06-10-2018;11;2018-10-06 18:00:00;2018-10-06 23:00:00;MGU_from;EBJ_end
161988;06-10-2018;1;2018-10-06 07:00:00;2018-10-06 11:00:00;NSA_from;MGU_to
167183;06-10-2018;1;2018-10-06 18:00:00;2018-10-06 22:00:00;TYE_from;MGU_to
