;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
11;01-02-2018;16;2018-02-01 05:00:00;2018-02-01 09:00:00;CEA_from;DAF_to
573;01-02-2018;9;2018-02-01 17:00:00;2018-02-01 21:00:00;CEA_from;DAF_to
10465;01-02-2018;1;2018-02-01 05:00:00;2018-02-01 11:00:00;CEA_from;EBJ_end
25015;01-02-2018;1;2018-02-01 17:00:00;2018-02-01 21:00:00;CEA_from;TYW_to
25209;01-02-2018;19;2018-02-01 17:00:00;2018-02-01 21:00:00;DAF_from;CEA_to
25818;01-02-2018;9;2018-02-01 05:00:00;2018-02-01 09:00:00;DAF_from;CEA_to
33661;01-02-2018;13;2018-02-01 17:00:00;2018-02-01 22:00:00;DAF_from;EBJ_end
33851;01-02-2018;13;2018-02-01 07:00:00;2018-02-01 11:00:00;DAF_from;EBJ_end
34586;01-02-2018;6;2018-02-01 05:00:00;2018-02-01 11:00:00;DAF_from;EBJ_end
38639;01-02-2018;15;2018-02-01 06:00:00;2018-02-01 10:00:00;DAF_from;NSA_to
38773;01-02-2018;2;2018-02-01 17:00:00;2018-02-01 21:00:00;DAF_from;NSA_to
39791;01-02-2018;2;2018-02-01 15:00:00;2018-02-01 21:00:00;EBJ_start;CEA_to
47251;01-02-2018;14;2018-02-01 15:00:00;2018-02-01 21:00:00;EBJ_start;DAF_to
47559;01-02-2018;2;2018-02-01 15:00:00;2018-02-01 20:00:00;EBJ_start;DAF_to
47711;01-02-2018;15;2018-02-01 05:00:00;2018-02-01 10:00:00;EBJ_start;DAF_to
55233;01-02-2018;1;2018-02-01 15:00:00;2018-02-01 21:00:00;EBJ_start;GOC_to
61224;01-02-2018;3;2018-02-01 14:00:00;2018-02-01 19:00:00;EBJ_start;HAL_to
68952;01-02-2018;10;2018-02-01 14:00:00;2018-02-01 19:00:00;EBJ_start;HBC_to
79286;01-02-2018;9;2018-02-01 08:00:00;2018-02-01 13:00:00;EBJ_start;MRI_to
114998;01-02-2018;3;2018-02-01 15:00:00;2018-02-01 20:00:00;HAL_from;EBJ_end
115389;01-02-2018;1;2018-02-01 15:00:00;2018-02-01 19:00:00;HAL_from;HBC_to
115418;01-02-2018;5;2018-02-01 16:00:00;2018-02-01 20:00:00;HAL_from;HBC_to
127602;01-02-2018;12;2018-02-01 15:00:00;2018-02-01 20:00:00;HBC_from;EBJ_end
128487;01-02-2018;4;2018-02-01 06:00:00;2018-02-01 10:00:00;HBC_from;HAL_to
154243;01-02-2018;9;2018-02-01 10:00:00;2018-02-01 15:00:00;MRI_from;EBJ_end
156450;01-02-2018;12;2018-02-01 07:00:00;2018-02-01 11:00:00;NSA_from;DAF_to
156537;01-02-2018;2;2018-02-01 17:00:00;2018-02-01 21:00:00;NSA_from;DAF_to
171502;01-02-2018;1;2018-02-01 10:00:00;2018-02-01 15:00:00;TYW_from;EBJ_end
