;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
5457;01-08-2019;13;2019-08-01 18:00:00;2019-08-01 23:00:00;CEA_from;EBJ_end
17414;01-08-2019;14;2019-08-01 05:00:00;2019-08-01 09:00:00;CEA_from;GOC_to
17437;01-08-2019;12;2019-08-01 17:00:00;2019-08-01 21:00:00;CEA_from;GOC_to
20600;01-08-2019;10;2019-08-01 06:00:00;2019-08-01 10:00:00;CEA_from;HAL_to
27825;01-08-2019;1;2019-08-01 17:00:00;2019-08-01 21:00:00;DAF_from;CEA_to
30016;01-08-2019;8;2019-08-01 13:00:00;2019-08-01 18:00:00;DAF_from;EBJ_end
44139;01-08-2019;3;2019-08-01 15:00:00;2019-08-01 20:00:00;EBJ_start;CEA_to
51624;01-08-2019;3;2019-08-01 12:00:00;2019-08-01 17:00:00;EBJ_start;DAF_to
52080;01-08-2019;1;2019-08-01 16:00:00;2019-08-01 21:00:00;EBJ_start;DAF_to
58739;01-08-2019;14;2019-08-01 08:00:00;2019-08-01 13:00:00;EBJ_start;GOC_to
62739;01-08-2019;5;2019-08-01 16:00:00;2019-08-01 20:00:00;EBJ_start;HAL_to
65826;01-08-2019;9;2019-08-01 16:00:00;2019-08-01 21:00:00;EBJ_start;HBC_to
72244;01-08-2019;10;2019-08-01 15:00:00;2019-08-01 20:00:00;EBJ_start;MGU_to
78575;01-08-2019;15;2019-08-01 05:00:00;2019-08-01 09:00:00;EBJ_start;MIN_to
78577;01-08-2019;11;2019-08-01 12:00:00;2019-08-01 16:00:00;EBJ_start;MIN_to
82080;01-08-2019;14;2019-08-01 04:00:00;2019-08-01 09:00:00;EBJ_start;NSA_to
97358;01-08-2019;14;2019-08-01 17:00:00;2019-08-01 21:00:00;GOC_from;CEA_to
97382;01-08-2019;12;2019-08-01 05:00:00;2019-08-01 10:00:00;GOC_from;CEA_to
102268;01-08-2019;15;2019-08-01 09:00:00;2019-08-01 14:00:00;GOC_from;EBJ_end
102791;01-08-2019;2;2019-08-01 05:00:00;2019-08-01 11:00:00;GOC_from;EBJ_end
111938;01-08-2019;12;2019-08-01 17:00:00;2019-08-01 21:00:00;HAL_from;CEA_to
113671;01-08-2019;3;2019-08-01 17:00:00;2019-08-01 22:00:00;HAL_from;EBJ_end
122373;01-08-2019;1;2019-08-01 17:00:00;2019-08-01 21:00:00;HBC_from;DAF_to
124496;01-08-2019;11;2019-08-01 17:00:00;2019-08-01 22:00:00;HBC_from;EBJ_end
133585;01-08-2019;10;2019-08-01 16:00:00;2019-08-01 20:00:00;MGU_from;CEA_to
151807;01-08-2019;2;2019-08-01 16:00:00;2019-08-01 20:00:00;MGU_from;TYE_to
153055;01-08-2019;5;2019-08-01 13:00:00;2019-08-01 18:00:00;MIN_from;EBJ_end
153192;01-08-2019;15;2019-08-01 06:00:00;2019-08-01 11:00:00;MIN_from;EBJ_end
158191;01-08-2019;12;2019-08-01 06:00:00;2019-08-01 11:00:00;NSA_from;EBJ_end
168798;01-08-2019;1;2019-08-01 16:00:00;2019-08-01 20:00:00;TYE_from;MGU_to
169947;01-08-2019;1;2019-08-01 18:00:00;2019-08-01 22:00:00;TYW_from;CEA_to
