;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
4754;03-10-2019;15;2019-10-03 06:00:00;2019-10-03 11:00:00;CEA_from;EBJ_end
18464;03-10-2019;16;2019-10-03 05:00:00;2019-10-03 09:00:00;CEA_from;GOC_to
29713;03-10-2019;3;2019-10-03 13:00:00;2019-10-03 18:00:00;DAF_from;EBJ_end
51711;03-10-2019;6;2019-10-03 12:00:00;2019-10-03 17:00:00;EBJ_start;DAF_to
52380;03-10-2019;1;2019-10-03 15:00:00;2019-10-03 20:00:00;EBJ_start;DAF_to
59802;03-10-2019;12;2019-10-03 08:00:00;2019-10-03 13:00:00;EBJ_start;GOC_to
59815;03-10-2019;1;2019-10-03 15:00:00;2019-10-03 21:00:00;EBJ_start;GOC_to
62934;03-10-2019;5;2019-10-03 15:00:00;2019-10-03 21:00:00;EBJ_start;HAL_to
65602;03-10-2019;11;2019-10-03 12:00:00;2019-10-03 17:00:00;EBJ_start;HBC_to
65677;03-10-2019;7;2019-10-03 15:00:00;2019-10-03 20:00:00;EBJ_start;HBC_to
78946;03-10-2019;22;2019-10-03 04:00:00;2019-10-03 08:00:00;EBJ_start;MIN_to
81674;03-10-2019;13;2019-10-03 04:00:00;2019-10-03 09:00:00;EBJ_start;NSA_to
81678;03-10-2019;2;2019-10-03 12:00:00;2019-10-03 17:00:00;EBJ_start;NSA_to
98593;03-10-2019;12;2019-10-03 05:00:00;2019-10-03 09:00:00;GOC_from;CEA_to
101681;03-10-2019;3;2019-10-03 17:00:00;2019-10-03 22:00:00;GOC_from;EBJ_end
101909;03-10-2019;16;2019-10-03 09:00:00;2019-10-03 14:00:00;GOC_from;EBJ_end
113401;03-10-2019;5;2019-10-03 17:00:00;2019-10-03 22:00:00;HAL_from;EBJ_end
119020;03-10-2019;1;2019-10-03 17:00:00;2019-10-03 21:00:00;HAL_from;HBC_to
124271;03-10-2019;8;2019-10-03 17:00:00;2019-10-03 22:00:00;HBC_from;EBJ_end
132033;03-10-2019;1;2019-10-03 16:00:00;2019-10-03 20:00:00;HBC_from;HAL_to
153814;03-10-2019;1;2019-10-03 05:00:00;2019-10-03 09:00:00;MIN_from;EBJ_end
156243;03-10-2019;15;2019-10-03 05:00:00;2019-10-03 09:00:00;NSA_from;CEA_to
158081;03-10-2019;8;2019-10-03 13:00:00;2019-10-03 18:00:00;NSA_from;EBJ_end
