;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
2824;07-02-2020;16;2020-02-07 09:00:00;2020-02-07 14:00:00;CEA_from;EBJ_end
3059;07-02-2020;11;2020-02-07 13:00:00;2020-02-07 18:00:00;CEA_from;EBJ_end
3125;07-02-2020;16;2020-02-07 06:00:00;2020-02-07 12:00:00;CEA_from;EBJ_end
21962;07-02-2020;1;2020-02-07 16:00:00;2020-02-07 20:00:00;CEA_from;MGU_to
46022;07-02-2020;10;2020-02-07 12:00:00;2020-02-07 17:00:00;EBJ_start;CEA_to
46046;07-02-2020;13;2020-02-07 08:00:00;2020-02-07 13:00:00;EBJ_start;CEA_to
60616;07-02-2020;7;2020-02-07 15:00:00;2020-02-07 20:00:00;EBJ_start;GOC_to
60868;07-02-2020;14;2020-02-07 05:00:00;2020-02-07 10:00:00;EBJ_start;GOC_to
69983;07-02-2020;13;2020-02-07 08:00:00;2020-02-07 14:00:00;EBJ_start;MGU_to
70035;07-02-2020;13;2020-02-07 05:00:00;2020-02-07 10:00:00;EBJ_start;MGU_to
70825;07-02-2020;8;2020-02-07 15:00:00;2020-02-07 20:00:00;EBJ_start;MGU_to
85625;07-02-2020;3;2020-02-07 15:00:00;2020-02-07 21:00:00;EBJ_start;SKJ_to
100032;07-02-2020;14;2020-02-07 06:00:00;2020-02-07 10:00:00;GOC_from;CEA_to
100621;07-02-2020;9;2020-02-07 17:00:00;2020-02-07 22:00:00;GOC_from;EBJ_end
111607;07-02-2020;2;2020-02-07 06:00:00;2020-02-07 10:00:00;GOC_from;RLF_to
111761;07-02-2020;1;2020-02-07 06:00:00;2020-02-07 10:00:00;GOC_from;SKJ_to
113252;07-02-2020;1;2020-02-07 17:00:00;2020-02-07 22:00:00;HAL_from;EBJ_end
123239;07-02-2020;2;2020-02-07 17:00:00;2020-02-07 22:00:00;HBC_from;EBJ_end
132291;07-02-2020;1;2020-02-07 17:00:00;2020-02-07 21:00:00;HBC_from;HAL_to
133756;07-02-2020;1;2020-02-07 17:00:00;2020-02-07 21:00:00;MGU_from;CEA_to
143584;07-02-2020;15;2020-02-07 06:00:00;2020-02-07 11:00:00;MGU_from;EBJ_end
143591;07-02-2020;11;2020-02-07 10:00:00;2020-02-07 15:00:00;MGU_from;EBJ_end
152465;07-02-2020;1;2020-02-07 06:00:00;2020-02-07 10:00:00;MGU_from;TYE_to
162476;07-02-2020;2;2020-02-07 16:00:00;2020-02-07 21:00:00;RLF_from;GOC_to
163226;07-02-2020;3;2020-02-07 17:00:00;2020-02-07 22:00:00;SKJ_from;EBJ_end
