;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
2237;07-10-2018;6;2018-10-07 06:00:00;2018-10-07 10:00:00;CEA_from;DAF_to
10844;07-10-2018;7;2018-10-07 06:00:00;2018-10-07 10:00:00;CEA_from;GOC_to
10911;07-10-2018;13;2018-10-07 17:00:00;2018-10-07 21:00:00;CEA_from;GOC_to
21184;07-10-2018;6;2018-10-07 07:00:00;2018-10-07 11:00:00;CEA_from;HAR_to
22427;07-10-2018;2;2018-10-07 06:00:00;2018-10-07 11:00:00;CEA_from;MGU_to
24762;07-10-2018;2;2018-10-07 16:00:00;2018-10-07 20:00:00;CEA_from;TYW_to
36502;07-10-2018;6;2018-10-07 18:00:00;2018-10-07 22:00:00;DAF_from;MGU_to
36520;07-10-2018;9;2018-10-07 07:00:00;2018-10-07 11:00:00;DAF_from;MGU_to
56473;07-10-2018;1;2018-10-07 14:00:00;2018-10-07 20:00:00;EBJ_start;GOC_to
80751;07-10-2018;2;2018-10-07 14:00:00;2018-10-07 19:00:00;EBJ_start;MRI_to
90609;07-10-2018;8;2018-10-07 17:00:00;2018-10-07 21:00:00;GOC_from;CEA_to
90800;07-10-2018;12;2018-10-07 06:00:00;2018-10-07 10:00:00;GOC_from;CEA_to
100145;07-10-2018;1;2018-10-07 17:00:00;2018-10-07 22:00:00;GOC_from;DAF_to
116349;07-10-2018;16;2018-10-07 17:00:00;2018-10-07 21:00:00;HAL_from;HBC_to
119682;07-10-2018;6;2018-10-07 16:00:00;2018-10-07 20:00:00;HAR_from;CEA_to
128246;07-10-2018;1;2018-10-07 17:00:00;2018-10-07 21:00:00;HBC_from;GOC_to
129400;07-10-2018;16;2018-10-07 05:00:00;2018-10-07 09:00:00;HBC_from;HAL_to
132969;07-10-2018;1;2018-10-07 15:00:00;2018-10-07 20:00:00;HBC_from;NSA_to
133205;07-10-2018;3;2018-10-07 18:00:00;2018-10-07 22:00:00;MGU_from;CEA_to
133281;07-10-2018;2;2018-10-07 07:00:00;2018-10-07 11:00:00;MGU_from;CEA_to
133945;07-10-2018;9;2018-10-07 18:00:00;2018-10-07 22:00:00;MGU_from;DAF_to
139187;07-10-2018;8;2018-10-07 16:00:00;2018-10-07 21:00:00;MGU_from;EBJ_end
155266;07-10-2018;1;2018-10-07 15:00:00;2018-10-07 21:00:00;MRI_from;EBJ_end
155619;07-10-2018;1;2018-10-07 15:00:00;2018-10-07 20:00:00;MRI_from;GOC_to
167355;07-10-2018;3;2018-10-07 18:00:00;2018-10-07 22:00:00;TYE_from;MGU_to
170639;07-10-2018;2;2018-10-07 07:00:00;2018-10-07 11:00:00;TYW_from;CEA_to
