;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
4212;08-11-2019;23;2019-11-08 06:00:00;2019-11-08 11:00:00;CEA_from;EBJ_end
4245;08-11-2019;13;2019-11-08 09:00:00;2019-11-08 14:00:00;CEA_from;EBJ_end
4271;08-11-2019;7;2019-11-08 13:00:00;2019-11-08 18:00:00;CEA_from;EBJ_end
23661;08-11-2019;6;2019-11-08 09:00:00;2019-11-08 13:00:00;CEA_from;TYW_to
23764;08-11-2019;1;2019-11-08 13:00:00;2019-11-08 17:00:00;CEA_from;TYW_to
27908;08-11-2019;11;2019-11-08 06:00:00;2019-11-08 10:00:00;DAF_from;CEA_to
27932;08-11-2019;6;2019-11-08 17:00:00;2019-11-08 21:00:00;DAF_from;CEA_to
34986;08-11-2019;12;2019-11-08 05:00:00;2019-11-08 09:00:00;DAF_from;GOC_to
35127;08-11-2019;9;2019-11-08 17:00:00;2019-11-08 21:00:00;DAF_from;GOC_to
45169;08-11-2019;14;2019-11-08 08:00:00;2019-11-08 13:00:00;EBJ_start;CEA_to
45178;08-11-2019;10;2019-11-08 12:00:00;2019-11-08 17:00:00;EBJ_start;CEA_to
45587;08-11-2019;8;2019-11-08 05:00:00;2019-11-08 10:00:00;EBJ_start;CEA_to
52372;08-11-2019;11;2019-11-08 04:00:00;2019-11-08 09:00:00;EBJ_start;DAF_to
52437;08-11-2019;10;2019-11-08 15:00:00;2019-11-08 21:00:00;EBJ_start;DAF_to
59978;08-11-2019;7;2019-11-08 15:00:00;2019-11-08 21:00:00;EBJ_start;GOC_to
71277;08-11-2019;9;2019-11-08 08:00:00;2019-11-08 14:00:00;EBJ_start;MGU_to
71300;08-11-2019;15;2019-11-08 12:00:00;2019-11-08 17:00:00;EBJ_start;MGU_to
85766;08-11-2019;2;2019-11-08 15:00:00;2019-11-08 20:00:00;EBJ_start;SKJ_to
100210;08-11-2019;8;2019-11-08 17:00:00;2019-11-08 21:00:00;GOC_from;DAF_to
100246;08-11-2019;9;2019-11-08 05:00:00;2019-11-08 09:00:00;GOC_from;DAF_to
101810;08-11-2019;12;2019-11-08 17:00:00;2019-11-08 22:00:00;GOC_from;EBJ_end
107721;08-11-2019;3;2019-11-08 05:00:00;2019-11-08 09:00:00;GOC_from;HBC_to
118975;08-11-2019;1;2019-11-08 16:00:00;2019-11-08 20:00:00;HAL_from;HBC_to
123745;08-11-2019;4;2019-11-08 05:00:00;2019-11-08 11:00:00;HBC_from;EBJ_end
127943;08-11-2019;3;2019-11-08 16:00:00;2019-11-08 21:00:00;HBC_from;GOC_to
132001;08-11-2019;1;2019-11-08 05:00:00;2019-11-08 09:00:00;HBC_from;HAL_to
142609;08-11-2019;14;2019-11-08 13:00:00;2019-11-08 18:00:00;MGU_from;EBJ_end
142618;08-11-2019;14;2019-11-08 10:00:00;2019-11-08 15:00:00;MGU_from;EBJ_end
152233;08-11-2019;1;2019-11-08 13:00:00;2019-11-08 17:00:00;MGU_from;TYE_to
152284;08-11-2019;1;2019-11-08 10:00:00;2019-11-08 14:00:00;MGU_from;TYE_to
163283;08-11-2019;2;2019-11-08 17:00:00;2019-11-08 22:00:00;SKJ_from;EBJ_end
169161;08-11-2019;2;2019-11-08 10:00:00;2019-11-08 14:00:00;TYE_from;MGU_to
169403;08-11-2019;1;2019-11-08 13:00:00;2019-11-08 17:00:00;TYE_from;MGU_to
169664;08-11-2019;2;2019-11-08 09:00:00;2019-11-08 13:00:00;TYW_from;CEA_to
