;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
7095;07-03-2019;4;2019-03-07 17:00:00;2019-03-07 23:00:00;CEA_from;EBJ_end
7120;07-03-2019;9;2019-03-07 07:00:00;2019-03-07 12:00:00;CEA_from;EBJ_end
13983;07-03-2019;14;2019-03-07 06:00:00;2019-03-07 10:00:00;CEA_from;GOC_to
14004;07-03-2019;11;2019-03-07 17:00:00;2019-03-07 21:00:00;CEA_from;GOC_to
23354;07-03-2019;7;2019-03-07 05:00:00;2019-03-07 09:00:00;CEA_from;RLF_to
27752;07-03-2019;2;2019-03-07 05:00:00;2019-03-07 10:00:00;DAF_from;CEA_to
31246;07-03-2019;3;2019-03-07 17:00:00;2019-03-07 23:00:00;DAF_from;EBJ_end
31276;07-03-2019;6;2019-03-07 18:00:00;2019-03-07 23:00:00;DAF_from;EBJ_end
37595;07-03-2019;4;2019-03-07 05:00:00;2019-03-07 10:00:00;DAF_from;MGU_to
37777;07-03-2019;5;2019-03-07 17:00:00;2019-03-07 21:00:00;DAF_from;MGU_to
39094;07-03-2019;1;2019-03-07 17:00:00;2019-03-07 21:00:00;DAF_from;NSA_to
50548;07-03-2019;10;2019-03-07 15:00:00;2019-03-07 21:00:00;EBJ_start;DAF_to
62437;07-03-2019;3;2019-03-07 12:00:00;2019-03-07 17:00:00;EBJ_start;HAL_to
66735;07-03-2019;13;2019-03-07 12:00:00;2019-03-07 17:00:00;EBJ_start;HBC_to
66932;07-03-2019;2;2019-03-07 15:00:00;2019-03-07 20:00:00;EBJ_start;HBC_to
74324;07-03-2019;4;2019-03-07 15:00:00;2019-03-07 20:00:00;EBJ_start;MGU_to
82964;07-03-2019;3;2019-03-07 15:00:00;2019-03-07 21:00:00;EBJ_start;NSA_to
83023;07-03-2019;9;2019-03-07 05:00:00;2019-03-07 10:00:00;EBJ_start;NSA_to
83025;07-03-2019;15;2019-03-07 04:00:00;2019-03-07 09:00:00;EBJ_start;NSA_to
93910;07-03-2019;14;2019-03-07 17:00:00;2019-03-07 22:00:00;GOC_from;CEA_to
93928;07-03-2019;11;2019-03-07 06:00:00;2019-03-07 10:00:00;GOC_from;CEA_to
111699;07-03-2019;1;2019-03-07 17:00:00;2019-03-07 21:00:00;GOC_from;SKJ_to
113974;07-03-2019;6;2019-03-07 14:00:00;2019-03-07 18:00:00;HAL_from;EBJ_end
122083;07-03-2019;5;2019-03-07 06:00:00;2019-03-07 10:00:00;HBC_from;CEA_to
125323;07-03-2019;8;2019-03-07 13:00:00;2019-03-07 18:00:00;HBC_from;EBJ_end
131812;07-03-2019;2;2019-03-07 13:00:00;2019-03-07 17:00:00;HBC_from;HAL_to
133389;07-03-2019;2;2019-03-07 06:00:00;2019-03-07 10:00:00;MGU_from;CEA_to
135132;07-03-2019;4;2019-03-07 17:00:00;2019-03-07 22:00:00;MGU_from;DAF_to
135224;07-03-2019;8;2019-03-07 05:00:00;2019-03-07 09:00:00;MGU_from;DAF_to
151057;07-03-2019;1;2019-03-07 16:00:00;2019-03-07 20:00:00;MGU_from;TYE_to
158944;07-03-2019;16;2019-03-07 06:00:00;2019-03-07 10:00:00;NSA_from;EBJ_end
158947;07-03-2019;16;2019-03-07 06:00:00;2019-03-07 11:00:00;NSA_from;EBJ_end
162084;07-03-2019;7;2019-03-07 18:00:00;2019-03-07 22:00:00;RLF_from;CEA_to
168159;07-03-2019;1;2019-03-07 06:00:00;2019-03-07 10:00:00;TYE_from;MGU_to
170228;07-03-2019;2;2019-03-07 17:00:00;2019-03-07 21:00:00;TYW_from;CEA_to
