;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
4852;01-10-2019;9;2019-10-01 17:00:00;2019-10-01 22:00:00;CEA_from;EBJ_end
5155;01-10-2019;3;2019-10-01 09:00:00;2019-10-01 14:00:00;CEA_from;EBJ_end
18373;01-10-2019;12;2019-10-01 17:00:00;2019-10-01 21:00:00;CEA_from;GOC_to
18426;01-10-2019;15;2019-10-01 06:00:00;2019-10-01 10:00:00;CEA_from;GOC_to
23884;01-10-2019;3;2019-10-01 17:00:00;2019-10-01 21:00:00;CEA_from;TYW_to
29663;01-10-2019;9;2019-10-01 09:00:00;2019-10-01 14:00:00;DAF_from;EBJ_end
44769;01-10-2019;5;2019-10-01 15:00:00;2019-10-01 21:00:00;EBJ_start;CEA_to
44846;01-10-2019;3;2019-10-01 08:00:00;2019-10-01 13:00:00;EBJ_start;CEA_to
51877;01-10-2019;7;2019-10-01 08:00:00;2019-10-01 13:00:00;EBJ_start;DAF_to
59511;01-10-2019;8;2019-10-01 11:00:00;2019-10-01 17:00:00;EBJ_start;GOC_to
59668;01-10-2019;4;2019-10-01 15:00:00;2019-10-01 21:00:00;EBJ_start;GOC_to
59807;01-10-2019;1;2019-10-01 05:00:00;2019-10-01 10:00:00;EBJ_start;GOC_to
63003;01-10-2019;2;2019-10-01 15:00:00;2019-10-01 20:00:00;EBJ_start;HAL_to
71781;01-10-2019;9;2019-10-01 05:00:00;2019-10-01 10:00:00;EBJ_start;MGU_to
78894;01-10-2019;10;2019-10-01 04:00:00;2019-10-01 08:00:00;EBJ_start;MIN_to
81671;01-10-2019;1;2019-10-01 15:00:00;2019-10-01 20:00:00;EBJ_start;NSA_to
85757;01-10-2019;6;2019-10-01 11:00:00;2019-10-01 16:00:00;EBJ_start;SKJ_to
88037;01-10-2019;10;2019-10-01 08:00:00;2019-10-01 13:00:00;EBJ_start;TYW_to
98347;01-10-2019;14;2019-10-01 06:00:00;2019-10-01 10:00:00;GOC_from;CEA_to
98375;01-10-2019;18;2019-10-01 17:00:00;2019-10-01 21:00:00;GOC_from;CEA_to
102021;01-10-2019;7;2019-10-01 13:00:00;2019-10-01 18:00:00;GOC_from;EBJ_end
111926;01-10-2019;1;2019-10-01 16:00:00;2019-10-01 21:00:00;HAL_from;CEA_to
122253;01-10-2019;4;2019-10-01 16:00:00;2019-10-01 21:00:00;HBC_from;CEA_to
132131;01-10-2019;1;2019-10-01 16:00:00;2019-10-01 20:00:00;HBC_from;HAL_to
133618;01-10-2019;2;2019-10-01 06:00:00;2019-10-01 10:00:00;MGU_from;CEA_to
142075;01-10-2019;16;2019-10-01 06:00:00;2019-10-01 11:00:00;MGU_from;EBJ_end
142869;01-10-2019;1;2019-10-01 13:00:00;2019-10-01 18:00:00;MGU_from;EBJ_end
152111;01-10-2019;9;2019-10-01 06:00:00;2019-10-01 10:00:00;MGU_from;TYE_to
153338;01-10-2019;30;2019-10-01 12:00:00;2019-10-01 16:00:00;MIN_from;EBJ_end
156330;01-10-2019;1;2019-10-01 16:00:00;2019-10-01 21:00:00;NSA_from;CEA_to
163290;01-10-2019;5;2019-10-01 13:00:00;2019-10-01 18:00:00;SKJ_from;EBJ_end
168958;01-10-2019;13;2019-10-01 06:00:00;2019-10-01 10:00:00;TYE_from;MGU_to
173234;01-10-2019;11;2019-10-01 09:00:00;2019-10-01 14:00:00;TYW_from;EBJ_end
