;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
3909;03-01-2020;8;2020-01-03 11:00:00;2020-01-03 17:00:00;CEA_from;EBJ_end
4057;03-01-2020;10;2020-01-03 06:00:00;2020-01-03 12:00:00;CEA_from;EBJ_end
4083;03-01-2020;5;2020-01-03 13:00:00;2020-01-03 18:00:00;CEA_from;EBJ_end
20792;03-01-2020;1;2020-01-03 05:00:00;2020-01-03 10:00:00;CEA_from;HAR_to
45873;03-01-2020;9;2020-01-03 10:00:00;2020-01-03 15:00:00;EBJ_start;CEA_to
45881;03-01-2020;12;2020-01-03 12:00:00;2020-01-03 17:00:00;EBJ_start;CEA_to
45940;03-01-2020;11;2020-01-03 04:00:00;2020-01-03 09:00:00;EBJ_start;CEA_to
53491;03-01-2020;1;2020-01-03 15:00:00;2020-01-03 20:00:00;EBJ_start;DAF_to
60397;03-01-2020;10;2020-01-03 16:00:00;2020-01-03 21:00:00;EBJ_start;GOC_to
63411;03-01-2020;1;2020-01-03 16:00:00;2020-01-03 21:00:00;EBJ_start;HAL_to
63570;03-01-2020;3;2020-01-03 04:00:00;2020-01-03 10:00:00;EBJ_start;HAR_to
63620;03-01-2020;3;2020-01-03 10:00:00;2020-01-03 15:00:00;EBJ_start;HAR_to
70351;03-01-2020;12;2020-01-03 08:00:00;2020-01-03 13:00:00;EBJ_start;MGU_to
70352;03-01-2020;4;2020-01-03 15:00:00;2020-01-03 21:00:00;EBJ_start;MGU_to
70354;03-01-2020;11;2020-01-03 10:00:00;2020-01-03 15:00:00;EBJ_start;MGU_to
70355;03-01-2020;12;2020-01-03 13:00:00;2020-01-03 18:00:00;EBJ_start;MGU_to
81125;03-01-2020;10;2020-01-03 15:00:00;2020-01-03 20:00:00;EBJ_start;NSA_to
81164;03-01-2020;15;2020-01-03 05:00:00;2020-01-03 10:00:00;EBJ_start;NSA_to
81179;03-01-2020;10;2020-01-03 07:00:00;2020-01-03 12:00:00;EBJ_start;NSA_to
85688;03-01-2020;1;2020-01-03 16:00:00;2020-01-03 21:00:00;EBJ_start;SKJ_to
100678;03-01-2020;7;2020-01-03 17:00:00;2020-01-03 22:00:00;GOC_from;EBJ_end
101358;03-01-2020;2;2020-01-03 07:00:00;2020-01-03 12:00:00;GOC_from;EBJ_end
111765;03-01-2020;1;2020-01-03 07:00:00;2020-01-03 11:00:00;GOC_from;SKJ_to
119979;03-01-2020;3;2020-01-03 17:00:00;2020-01-03 22:00:00;HAR_from;CEA_to
142950;03-01-2020;1;2020-01-03 06:00:00;2020-01-03 12:00:00;MGU_from;EBJ_end
142988;03-01-2020;15;2020-01-03 14:00:00;2020-01-03 19:00:00;MGU_from;EBJ_end
142989;03-01-2020;16;2020-01-03 09:00:00;2020-01-03 14:00:00;MGU_from;EBJ_end
142993;03-01-2020;16;2020-01-03 11:00:00;2020-01-03 16:00:00;MGU_from;EBJ_end
157630;03-01-2020;14;2020-01-03 08:00:00;2020-01-03 13:00:00;NSA_from;EBJ_end
157814;03-01-2020;16;2020-01-03 06:00:00;2020-01-03 11:00:00;NSA_from;EBJ_end
