;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
3034;10-02-2020;8;2020-02-10 06:00:00;2020-02-10 12:00:00;CEA_from;EBJ_end
20791;10-02-2020;4;2020-02-10 06:00:00;2020-02-10 11:00:00;CEA_from;HAR_to
22033;10-02-2020;3;2020-02-10 06:00:00;2020-02-10 10:00:00;CEA_from;MGU_to
22036;10-02-2020;1;2020-02-10 17:00:00;2020-02-10 21:00:00;CEA_from;MGU_to
28328;10-02-2020;16;2020-02-10 10:00:00;2020-02-10 15:00:00;DAF_from;EBJ_end
28366;10-02-2020;3;2020-02-10 17:00:00;2020-02-10 22:00:00;DAF_from;EBJ_end
39240;10-02-2020;3;2020-02-10 17:00:00;2020-02-10 21:00:00;DAF_from;NSA_to
46105;10-02-2020;8;2020-02-10 04:00:00;2020-02-10 10:00:00;EBJ_start;CEA_to
52921;10-02-2020;12;2020-02-10 08:00:00;2020-02-10 14:00:00;EBJ_start;DAF_to
53503;10-02-2020;3;2020-02-10 15:00:00;2020-02-10 21:00:00;EBJ_start;DAF_to
60693;10-02-2020;12;2020-02-10 15:00:00;2020-02-10 22:00:00;EBJ_start;GOC_to
63257;10-02-2020;10;2020-02-10 15:00:00;2020-02-10 21:00:00;EBJ_start;HAL_to
64752;10-02-2020;14;2020-02-10 11:00:00;2020-02-10 17:00:00;EBJ_start;HBC_to
70011;10-02-2020;9;2020-02-10 12:00:00;2020-02-10 17:00:00;EBJ_start;MGU_to
100620;10-02-2020;9;2020-02-10 18:00:00;2020-02-10 22:00:00;GOC_from;EBJ_end
113035;10-02-2020;11;2020-02-10 17:00:00;2020-02-10 22:00:00;HAL_from;EBJ_end
119305;10-02-2020;2;2020-02-10 17:00:00;2020-02-10 21:00:00;HAL_from;HBC_to
119999;10-02-2020;4;2020-02-10 17:00:00;2020-02-10 21:00:00;HAR_from;CEA_to
120076;10-02-2020;2;2020-02-10 07:00:00;2020-02-10 12:00:00;HAR_from;EBJ_end
123231;10-02-2020;15;2020-02-10 13:00:00;2020-02-10 18:00:00;HBC_from;EBJ_end
133779;10-02-2020;4;2020-02-10 06:00:00;2020-02-10 10:00:00;MGU_from;CEA_to
143585;10-02-2020;10;2020-02-10 13:00:00;2020-02-10 18:00:00;MGU_from;EBJ_end
143808;10-02-2020;1;2020-02-10 06:00:00;2020-02-10 12:00:00;MGU_from;EBJ_end
157174;10-02-2020;3;2020-02-10 10:00:00;2020-02-10 14:00:00;NSA_from;DAF_to
157281;10-02-2020;2;2020-02-10 17:00:00;2020-02-10 21:00:00;NSA_from;DAF_to
