;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
17505;02-09-2019;10;2019-09-02 05:00:00;2019-09-02 09:00:00;CEA_from;GOC_to
18081;02-09-2019;8;2019-09-02 17:00:00;2019-09-02 21:00:00;CEA_from;GOC_to
23607;02-09-2019;1;2019-09-02 05:00:00;2019-09-02 09:00:00;CEA_from;SKJ_to
23984;02-09-2019;2;2019-09-02 10:00:00;2019-09-02 14:00:00;CEA_from;TYW_to
29884;02-09-2019;15;2019-09-02 09:00:00;2019-09-02 14:00:00;DAF_from;EBJ_end
29888;02-09-2019;2;2019-09-02 17:00:00;2019-09-02 22:00:00;DAF_from;EBJ_end
38571;02-09-2019;1;2019-09-02 09:00:00;2019-09-02 13:00:00;DAF_from;MIN_to
50826;02-09-2019;16;2019-09-02 08:00:00;2019-09-02 13:00:00;EBJ_start;DAF_to
52121;02-09-2019;3;2019-09-02 15:00:00;2019-09-02 21:00:00;EBJ_start;DAF_to
59396;02-09-2019;12;2019-09-02 15:00:00;2019-09-02 20:00:00;EBJ_start;GOC_to
62869;02-09-2019;6;2019-09-02 15:00:00;2019-09-02 21:00:00;EBJ_start;HAL_to
65780;02-09-2019;2;2019-09-02 15:00:00;2019-09-02 20:00:00;EBJ_start;HBC_to
65911;02-09-2019;15;2019-09-02 12:00:00;2019-09-02 17:00:00;EBJ_start;HBC_to
72192;02-09-2019;14;2019-09-02 12:00:00;2019-09-02 17:00:00;EBJ_start;MGU_to
81892;02-09-2019;3;2019-09-02 15:00:00;2019-09-02 21:00:00;EBJ_start;NSA_to
88171;02-09-2019;12;2019-09-02 09:00:00;2019-09-02 14:00:00;EBJ_start;TYW_to
97513;02-09-2019;10;2019-09-02 17:00:00;2019-09-02 21:00:00;GOC_from;CEA_to
98121;02-09-2019;8;2019-09-02 05:00:00;2019-09-02 09:00:00;GOC_from;CEA_to
102071;02-09-2019;3;2019-09-02 05:00:00;2019-09-02 11:00:00;GOC_from;EBJ_end
102234;02-09-2019;10;2019-09-02 17:00:00;2019-09-02 22:00:00;GOC_from;EBJ_end
111793;02-09-2019;3;2019-09-02 05:00:00;2019-09-02 09:00:00;GOC_from;SKJ_to
113531;02-09-2019;5;2019-09-02 17:00:00;2019-09-02 22:00:00;HAL_from;EBJ_end
122483;02-09-2019;1;2019-09-02 06:00:00;2019-09-02 10:00:00;HBC_from;DAF_to
124395;02-09-2019;14;2019-09-02 13:00:00;2019-09-02 18:00:00;HBC_from;EBJ_end
141891;02-09-2019;16;2019-09-02 13:00:00;2019-09-02 18:00:00;MGU_from;EBJ_end
151921;02-09-2019;9;2019-09-02 13:00:00;2019-09-02 17:00:00;MGU_from;TYE_to
158151;02-09-2019;2;2019-09-02 17:00:00;2019-09-02 22:00:00;NSA_from;EBJ_end
163105;02-09-2019;1;2019-09-02 16:00:00;2019-09-02 21:00:00;SKJ_from;CEA_to
164269;02-09-2019;3;2019-09-02 16:00:00;2019-09-02 20:00:00;SKJ_from;GOC_to
168846;02-09-2019;10;2019-09-02 13:00:00;2019-09-02 17:00:00;TYE_from;MGU_to
169830;02-09-2019;1;2019-09-02 10:00:00;2019-09-02 14:00:00;TYW_from;CEA_to
173150;02-09-2019;12;2019-09-02 10:00:00;2019-09-02 15:00:00;TYW_from;EBJ_end
