;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
15002;06-05-2019;14;2019-05-06 17:00:00;2019-05-06 21:00:00;CEA_from;GOC_to
15406;06-05-2019;11;2019-05-06 06:00:00;2019-05-06 10:00:00;CEA_from;GOC_to
20414;06-05-2019;4;2019-05-06 06:00:00;2019-05-06 10:00:00;CEA_from;HAL_to
24121;06-05-2019;6;2019-05-06 10:00:00;2019-05-06 14:00:00;CEA_from;TYW_to
30900;06-05-2019;12;2019-05-06 10:00:00;2019-05-06 14:00:00;DAF_from;EBJ_end
50969;06-05-2019;16;2019-05-06 08:00:00;2019-05-06 13:00:00;EBJ_start;DAF_to
58257;06-05-2019;12;2019-05-06 15:00:00;2019-05-06 20:00:00;EBJ_start;GOC_to
62558;06-05-2019;12;2019-05-06 15:00:00;2019-05-06 21:00:00;EBJ_start;HAL_to
66513;06-05-2019;15;2019-05-06 11:00:00;2019-05-06 16:00:00;EBJ_start;HBC_to
66619;06-05-2019;1;2019-05-06 15:00:00;2019-05-06 20:00:00;EBJ_start;HBC_to
73218;06-05-2019;12;2019-05-06 12:00:00;2019-05-06 17:00:00;EBJ_start;MGU_to
82669;06-05-2019;1;2019-05-06 15:00:00;2019-05-06 21:00:00;EBJ_start;NSA_to
88362;06-05-2019;13;2019-05-06 09:00:00;2019-05-06 14:00:00;EBJ_start;TYW_to
94963;06-05-2019;13;2019-05-06 07:00:00;2019-05-06 11:00:00;GOC_from;CEA_to
95328;06-05-2019;11;2019-05-06 16:00:00;2019-05-06 21:00:00;GOC_from;CEA_to
102915;06-05-2019;11;2019-05-06 17:00:00;2019-05-06 22:00:00;GOC_from;EBJ_end
112199;06-05-2019;3;2019-05-06 16:00:00;2019-05-06 21:00:00;HAL_from;CEA_to
113815;06-05-2019;12;2019-05-06 17:00:00;2019-05-06 22:00:00;HAL_from;EBJ_end
124810;06-05-2019;12;2019-05-06 13:00:00;2019-05-06 17:00:00;HBC_from;EBJ_end
133445;06-05-2019;1;2019-05-06 16:00:00;2019-05-06 21:00:00;MGU_from;CEA_to
140676;06-05-2019;13;2019-05-06 13:00:00;2019-05-06 18:00:00;MGU_from;EBJ_end
151363;06-05-2019;8;2019-05-06 13:00:00;2019-05-06 17:00:00;MGU_from;TYE_to
158723;06-05-2019;1;2019-05-06 17:00:00;2019-05-06 22:00:00;NSA_from;EBJ_end
168254;06-05-2019;10;2019-05-06 13:00:00;2019-05-06 17:00:00;TYE_from;MGU_to
170049;06-05-2019;4;2019-05-06 10:00:00;2019-05-06 14:00:00;TYW_from;CEA_to
172829;06-05-2019;14;2019-05-06 10:00:00;2019-05-06 15:00:00;TYW_from;EBJ_end
