;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
7116;04-03-2019;2;2019-03-04 07:00:00;2019-03-04 12:00:00;CEA_from;EBJ_end
13981;04-03-2019;16;2019-03-04 05:00:00;2019-03-04 09:00:00;CEA_from;GOC_to
23419;04-03-2019;4;2019-03-04 05:00:00;2019-03-04 09:00:00;CEA_from;RLF_to
24393;04-03-2019;2;2019-03-04 13:00:00;2019-03-04 17:00:00;CEA_from;TYW_to
31290;04-03-2019;16;2019-03-04 10:00:00;2019-03-04 15:00:00;DAF_from;EBJ_end
36154;04-03-2019;7;2019-03-04 06:00:00;2019-03-04 10:00:00;DAF_from;HBC_to
37593;04-03-2019;8;2019-03-04 06:00:00;2019-03-04 10:00:00;DAF_from;MGU_to
50265;04-03-2019;15;2019-03-04 09:00:00;2019-03-04 14:00:00;EBJ_start;DAF_to
62427;04-03-2019;6;2019-03-04 12:00:00;2019-03-04 18:00:00;EBJ_start;HAL_to
66772;04-03-2019;10;2019-03-04 12:00:00;2019-03-04 17:00:00;EBJ_start;HBC_to
74029;04-03-2019;16;2019-03-04 08:00:00;2019-03-04 14:00:00;EBJ_start;MGU_to
88633;04-03-2019;11;2019-03-04 11:00:00;2019-03-04 17:00:00;EBJ_start;TYW_to
93926;04-03-2019;12;2019-03-04 05:00:00;2019-03-04 09:00:00;GOC_from;CEA_to
113985;04-03-2019;7;2019-03-04 14:00:00;2019-03-04 19:00:00;HAL_from;EBJ_end
118770;04-03-2019;4;2019-03-04 06:00:00;2019-03-04 11:00:00;HAL_from;HBC_to
125114;04-03-2019;10;2019-03-04 07:00:00;2019-03-04 12:00:00;HBC_from;EBJ_end
125122;04-03-2019;9;2019-03-04 14:00:00;2019-03-04 19:00:00;HBC_from;EBJ_end
131805;04-03-2019;4;2019-03-04 06:00:00;2019-03-04 10:00:00;HBC_from;HAL_to
135248;04-03-2019;9;2019-03-04 06:00:00;2019-03-04 10:00:00;MGU_from;DAF_to
140039;04-03-2019;14;2019-03-04 10:00:00;2019-03-04 15:00:00;MGU_from;EBJ_end
151147;04-03-2019;11;2019-03-04 10:00:00;2019-03-04 14:00:00;MGU_from;TYE_to
162955;04-03-2019;4;2019-03-04 13:00:00;2019-03-04 17:00:00;RLF_from;TYW_to
168075;04-03-2019;11;2019-03-04 10:00:00;2019-03-04 14:00:00;TYE_from;MGU_to
170224;04-03-2019;6;2019-03-04 13:00:00;2019-03-04 17:00:00;TYW_from;CEA_to
172643;04-03-2019;14;2019-03-04 13:00:00;2019-03-04 18:00:00;TYW_from;EBJ_end
