;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
6187;06-06-2019;16;2019-06-06 17:00:00;2019-06-06 22:00:00;CEA_from;EBJ_end
15642;06-06-2019;14;2019-06-06 16:00:00;2019-06-06 21:00:00;CEA_from;GOC_to
15766;06-06-2019;3;2019-06-06 10:00:00;2019-06-06 14:00:00;CEA_from;GOC_to
20498;06-06-2019;3;2019-06-06 10:00:00;2019-06-06 14:00:00;CEA_from;HAL_to
23604;06-06-2019;2;2019-06-06 10:00:00;2019-06-06 14:00:00;CEA_from;SKJ_to
30471;06-06-2019;7;2019-06-06 13:00:00;2019-06-06 18:00:00;DAF_from;EBJ_end
43819;06-06-2019;3;2019-06-06 15:00:00;2019-06-06 20:00:00;EBJ_start;CEA_to
51186;06-06-2019;5;2019-06-06 12:00:00;2019-06-06 17:00:00;EBJ_start;DAF_to
58515;06-06-2019;14;2019-06-06 11:00:00;2019-06-06 16:00:00;EBJ_start;GOC_to
59061;06-06-2019;1;2019-06-06 15:00:00;2019-06-06 21:00:00;EBJ_start;GOC_to
62637;06-06-2019;5;2019-06-06 15:00:00;2019-06-06 20:00:00;EBJ_start;HAL_to
66273;06-06-2019;8;2019-06-06 15:00:00;2019-06-06 21:00:00;EBJ_start;HBC_to
73154;06-06-2019;5;2019-06-06 15:00:00;2019-06-06 20:00:00;EBJ_start;MGU_to
78366;06-06-2019;11;2019-06-06 12:00:00;2019-06-06 17:00:00;EBJ_start;MIN_to
78431;06-06-2019;12;2019-06-06 08:00:00;2019-06-06 13:00:00;EBJ_start;MIN_to
80903;06-06-2019;8;2019-06-06 18:00:00;2019-06-06 10:00:00;EBJ_start;MTR_to
82324;06-06-2019;16;2019-06-06 08:00:00;2019-06-06 13:00:00;EBJ_start;NSA_to
95933;06-06-2019;16;2019-06-06 17:00:00;2019-06-06 21:00:00;GOC_from;CEA_to
102693;06-06-2019;16;2019-06-06 12:00:00;2019-06-06 17:00:00;GOC_from;EBJ_end
103149;06-06-2019;1;2019-06-06 10:00:00;2019-06-06 16:00:00;GOC_from;EBJ_end
112250;06-06-2019;2;2019-06-06 16:00:00;2019-06-06 20:00:00;HAL_from;CEA_to
113703;06-06-2019;4;2019-06-06 17:00:00;2019-06-06 22:00:00;HAL_from;EBJ_end
118922;06-06-2019;2;2019-06-06 17:00:00;2019-06-06 21:00:00;HAL_from;HBC_to
124882;06-06-2019;11;2019-06-06 17:00:00;2019-06-06 22:00:00;HBC_from;EBJ_end
133426;06-06-2019;7;2019-06-06 16:00:00;2019-06-06 20:00:00;MGU_from;CEA_to
152680;06-06-2019;8;2019-06-06 13:00:00;2019-06-06 18:00:00;MIN_from;EBJ_end
152681;06-06-2019;16;2019-06-06 09:00:00;2019-06-06 14:00:00;MIN_from;EBJ_end
158427;06-06-2019;14;2019-06-06 11:00:00;2019-06-06 16:00:00;NSA_from;EBJ_end
168716;06-06-2019;1;2019-06-06 16:00:00;2019-06-06 20:00:00;TYE_from;MGU_to
