;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
34993;02-11-2019;12;2019-11-02 07:00:00;2019-11-02 11:00:00;DAF_from;GOC_to
35123;02-11-2019;8;2019-11-02 17:00:00;2019-11-02 21:00:00;DAF_from;GOC_to
36302;02-11-2019;2;2019-11-02 17:00:00;2019-11-02 22:00:00;DAF_from;HBC_to
38601;02-11-2019;1;2019-11-02 16:00:00;2019-11-02 20:00:00;DAF_from;MIN_to
52757;02-11-2019;3;2019-11-02 15:00:00;2019-11-02 20:00:00;EBJ_start;DAF_to
59910;02-11-2019;3;2019-11-02 15:00:00;2019-11-02 21:00:00;EBJ_start;GOC_to
71264;02-11-2019;26;2019-11-02 12:00:00;2019-11-02 17:00:00;EBJ_start;MGU_to
71455;02-11-2019;30;2019-11-02 09:00:00;2019-11-02 14:00:00;EBJ_start;MGU_to
81571;02-11-2019;8;2019-11-02 15:00:00;2019-11-02 20:00:00;EBJ_start;NSA_to
100104;02-11-2019;14;2019-11-02 17:00:00;2019-11-02 21:00:00;GOC_from;DAF_to
100242;02-11-2019;8;2019-11-02 06:00:00;2019-11-02 10:00:00;GOC_from;DAF_to
107664;02-11-2019;3;2019-11-02 06:00:00;2019-11-02 11:00:00;GOC_from;HBC_to
107795;02-11-2019;1;2019-11-02 07:00:00;2019-11-02 11:00:00;GOC_from;HBC_to
119076;02-11-2019;6;2019-11-02 18:00:00;2019-11-02 22:00:00;HAL_from;HBC_to
127982;02-11-2019;3;2019-11-02 18:00:00;2019-11-02 22:00:00;HBC_from;GOC_to
132081;02-11-2019;3;2019-11-02 05:00:00;2019-11-02 09:00:00;HBC_from;HAL_to
133021;02-11-2019;1;2019-11-02 05:00:00;2019-11-02 10:00:00;HBC_from;SKJ_to
141067;02-11-2019;30;2019-11-02 13:00:00;2019-11-02 18:00:00;MGU_from;EBJ_end
142436;02-11-2019;13;2019-11-02 11:00:00;2019-11-02 16:00:00;MGU_from;EBJ_end
142450;02-11-2019;15;2019-11-02 10:00:00;2019-11-02 15:00:00;MGU_from;EBJ_end
152144;02-11-2019;6;2019-11-02 10:00:00;2019-11-02 14:00:00;MGU_from;TYE_to
152174;02-11-2019;2;2019-11-02 13:00:00;2019-11-02 17:00:00;MGU_from;TYE_to
164298;02-11-2019;1;2019-11-02 17:00:00;2019-11-02 22:00:00;SKJ_from;HBC_to
169116;02-11-2019;4;2019-11-02 11:00:00;2019-11-02 15:00:00;TYE_from;MGU_to
169159;02-11-2019;1;2019-11-02 13:00:00;2019-11-02 17:00:00;TYE_from;MGU_to
169267;02-11-2019;1;2019-11-02 10:00:00;2019-11-02 14:00:00;TYE_from;MGU_to
