;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
5882;10-08-2019;6;2019-08-10 07:00:00;2019-08-10 12:00:00;CEA_from;EBJ_end
17766;10-08-2019;9;2019-08-10 17:00:00;2019-08-10 21:00:00;CEA_from;GOC_to
18349;10-08-2019;1;2019-08-10 06:00:00;2019-08-10 10:00:00;CEA_from;GOC_to
24046;10-08-2019;1;2019-08-10 06:00:00;2019-08-10 10:00:00;CEA_from;TYW_to
29931;10-08-2019;7;2019-08-10 06:00:00;2019-08-10 11:00:00;DAF_from;EBJ_end
29955;10-08-2019;1;2019-08-10 14:00:00;2019-08-10 18:00:00;DAF_from;EBJ_end
44298;10-08-2019;7;2019-08-10 04:00:00;2019-08-10 09:00:00;EBJ_start;CEA_to
51881;10-08-2019;2;2019-08-10 09:00:00;2019-08-10 14:00:00;EBJ_start;DAF_to
52051;10-08-2019;2;2019-08-10 04:00:00;2019-08-10 10:00:00;EBJ_start;DAF_to
59142;10-08-2019;5;2019-08-10 04:00:00;2019-08-10 10:00:00;EBJ_start;GOC_to
62970;10-08-2019;1;2019-08-10 09:00:00;2019-08-10 14:00:00;EBJ_start;HAL_to
65745;10-08-2019;1;2019-08-10 15:00:00;2019-08-10 20:00:00;EBJ_start;HBC_to
65746;10-08-2019;2;2019-08-10 09:00:00;2019-08-10 14:00:00;EBJ_start;HBC_to
72147;10-08-2019;5;2019-08-10 15:00:00;2019-08-10 21:00:00;EBJ_start;MGU_to
78826;10-08-2019;4;2019-08-10 04:00:00;2019-08-10 10:00:00;EBJ_start;MIN_to
81993;10-08-2019;6;2019-08-10 15:00:00;2019-08-10 20:00:00;EBJ_start;NSA_to
82111;10-08-2019;3;2019-08-10 04:00:00;2019-08-10 09:00:00;EBJ_start;NSA_to
85569;10-08-2019;2;2019-08-10 04:00:00;2019-08-10 10:00:00;EBJ_start;RLF_to
85834;10-08-2019;6;2019-08-10 04:00:00;2019-08-10 10:00:00;EBJ_start;SKJ_to
97477;10-08-2019;14;2019-08-10 18:00:00;2019-08-10 22:00:00;GOC_from;CEA_to
97906;10-08-2019;1;2019-08-10 06:00:00;2019-08-10 10:00:00;GOC_from;CEA_to
102265;10-08-2019;4;2019-08-10 06:00:00;2019-08-10 11:00:00;GOC_from;EBJ_end
102704;10-08-2019;2;2019-08-10 06:00:00;2019-08-10 12:00:00;GOC_from;EBJ_end
111536;10-08-2019;6;2019-08-10 06:00:00;2019-08-10 10:00:00;GOC_from;RLF_to
111995;10-08-2019;3;2019-08-10 16:00:00;2019-08-10 21:00:00;HAL_from;CEA_to
113582;10-08-2019;1;2019-08-10 13:00:00;2019-08-10 18:00:00;HAL_from;EBJ_end
124233;10-08-2019;2;2019-08-10 13:00:00;2019-08-10 18:00:00;HBC_from;EBJ_end
124407;10-08-2019;3;2019-08-10 07:00:00;2019-08-10 12:00:00;HBC_from;EBJ_end
148253;10-08-2019;2;2019-08-10 07:00:00;2019-08-10 11:00:00;MGU_from;HBC_to
162292;10-08-2019;7;2019-08-10 17:00:00;2019-08-10 21:00:00;RLF_from;CEA_to
162564;10-08-2019;1;2019-08-10 17:00:00;2019-08-10 21:00:00;RLF_from;GOC_to
163375;10-08-2019;3;2019-08-10 06:00:00;2019-08-10 11:00:00;SKJ_from;EBJ_end
169920;10-08-2019;1;2019-08-10 07:00:00;2019-08-10 11:00:00;TYW_from;CEA_to
