;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
16484;02-07-2019;14;2019-07-02 05:00:00;2019-07-02 09:00:00;CEA_from;GOC_to
16583;02-07-2019;13;2019-07-02 17:00:00;2019-07-02 21:00:00;CEA_from;GOC_to
20420;02-07-2019;2;2019-07-02 17:00:00;2019-07-02 21:00:00;CEA_from;HAL_to
20529;02-07-2019;7;2019-07-02 05:00:00;2019-07-02 10:00:00;CEA_from;HAL_to
22846;02-07-2019;12;2019-07-02 17:00:00;2019-07-02 22:00:00;CEA_from;MIN_to
22876;02-07-2019;1;2019-07-02 05:00:00;2019-07-02 09:00:00;CEA_from;MIN_to
24225;02-07-2019;3;2019-07-02 09:00:00;2019-07-02 13:00:00;CEA_from;TYW_to
30244;02-07-2019;12;2019-07-02 10:00:00;2019-07-02 15:00:00;DAF_from;EBJ_end
43892;02-07-2019;13;2019-07-02 04:00:00;2019-07-02 09:00:00;EBJ_start;CEA_to
50718;02-07-2019;15;2019-07-02 08:00:00;2019-07-02 14:00:00;EBJ_start;DAF_to
58774;02-07-2019;3;2019-07-02 15:00:00;2019-07-02 21:00:00;EBJ_start;GOC_to
58786;02-07-2019;11;2019-07-02 11:00:00;2019-07-02 17:00:00;EBJ_start;GOC_to
73084;02-07-2019;12;2019-07-02 04:00:00;2019-07-02 10:00:00;EBJ_start;MGU_to
85955;02-07-2019;3;2019-07-02 11:00:00;2019-07-02 17:00:00;EBJ_start;SKJ_to
88293;02-07-2019;14;2019-07-02 08:00:00;2019-07-02 13:00:00;EBJ_start;TYW_to
96453;02-07-2019;15;2019-07-02 17:00:00;2019-07-02 21:00:00;GOC_from;CEA_to
96597;02-07-2019;12;2019-07-02 05:00:00;2019-07-02 09:00:00;GOC_from;CEA_to
102659;02-07-2019;12;2019-07-02 13:00:00;2019-07-02 18:00:00;GOC_from;EBJ_end
112023;02-07-2019;7;2019-07-02 17:00:00;2019-07-02 21:00:00;HAL_from;CEA_to
112272;02-07-2019;2;2019-07-02 05:00:00;2019-07-02 09:00:00;HAL_from;CEA_to
113777;02-07-2019;1;2019-07-02 17:00:00;2019-07-02 23:00:00;HAL_from;EBJ_end
124534;02-07-2019;4;2019-07-02 18:00:00;2019-07-02 23:00:00;HBC_from;EBJ_end
140140;02-07-2019;12;2019-07-02 06:00:00;2019-07-02 11:00:00;MGU_from;EBJ_end
151608;02-07-2019;12;2019-07-02 06:00:00;2019-07-02 10:00:00;MGU_from;TYE_to
153008;02-07-2019;11;2019-07-02 18:00:00;2019-07-02 23:00:00;MIN_from;EBJ_end
155778;02-07-2019;7;2019-07-02 14:00:00;2019-07-02 09:00:00;MTR_from;EBJ_end
163457;02-07-2019;3;2019-07-02 13:00:00;2019-07-02 18:00:00;SKJ_from;EBJ_end
168575;02-07-2019;9;2019-07-02 06:00:00;2019-07-02 10:00:00;TYE_from;MGU_to
169964;02-07-2019;1;2019-07-02 09:00:00;2019-07-02 13:00:00;TYW_from;CEA_to
172676;02-07-2019;13;2019-07-02 09:00:00;2019-07-02 14:00:00;TYW_from;EBJ_end
