;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
119;02-01-2018;9;2018-01-02 18:00:00;2018-01-02 22:00:00;CEA_from;DAF_to
21280;02-01-2018;13;2018-01-02 05:00:00;2018-01-02 09:00:00;CEA_from;HBC_to
25299;02-01-2018;13;2018-01-02 18:00:00;2018-01-02 22:00:00;DAF_from;CEA_to
25301;02-01-2018;9;2018-01-02 06:00:00;2018-01-02 10:00:00;DAF_from;CEA_to
34862;02-01-2018;5;2018-01-02 13:00:00;2018-01-02 17:00:00;DAF_from;EBJ_end
47050;02-01-2018;11;2018-01-02 11:00:00;2018-01-02 17:00:00;EBJ_start;DAF_to
54312;02-01-2018;9;2018-01-02 05:00:00;2018-01-02 10:00:00;EBJ_start;GOC_to
54321;02-01-2018;13;2018-01-02 16:00:00;2018-01-02 21:00:00;EBJ_start;GOC_to
54377;02-01-2018;15;2018-01-02 12:00:00;2018-01-02 17:00:00;EBJ_start;GOC_to
61416;02-01-2018;2;2018-01-02 15:00:00;2018-01-02 21:00:00;EBJ_start;HAL_to
69149;02-01-2018;2;2018-01-02 15:00:00;2018-01-02 21:00:00;EBJ_start;HBC_to
77534;02-01-2018;12;2018-01-02 15:00:00;2018-01-02 20:00:00;EBJ_start;MGU_to
77864;02-01-2018;15;2018-01-02 08:00:00;2018-01-02 13:00:00;EBJ_start;MGU_to
79311;02-01-2018;3;2018-01-02 16:00:00;2018-01-02 21:00:00;EBJ_start;MRI_to
79322;02-01-2018;1;2018-01-02 12:00:00;2018-01-02 17:00:00;EBJ_start;MRI_to
86556;02-01-2018;5;2018-01-02 05:00:00;2018-01-02 10:00:00;EBJ_start;SKJ_to
90195;02-01-2018;12;2018-01-02 08:00:00;2018-01-02 14:00:00;EBJ_start;TYW_to
106773;02-01-2018;11;2018-01-02 13:00:00;2018-01-02 18:00:00;GOC_from;EBJ_end
107264;02-01-2018;6;2018-01-02 17:00:00;2018-01-02 22:00:00;GOC_from;EBJ_end
107265;02-01-2018;11;2018-01-02 06:00:00;2018-01-02 11:00:00;GOC_from;EBJ_end
107481;02-01-2018;1;2018-01-02 17:00:00;2018-01-02 21:00:00;GOC_from;HBC_to
107531;02-01-2018;2;2018-01-02 05:00:00;2018-01-02 09:00:00;GOC_from;HBC_to
115284;02-01-2018;16;2018-01-02 17:00:00;2018-01-02 21:00:00;HAL_from;HBC_to
123007;02-01-2018;15;2018-01-02 05:00:00;2018-01-02 10:00:00;HBC_from;DAF_to
128325;02-01-2018;14;2018-01-02 05:00:00;2018-01-02 09:00:00;HBC_from;HAL_to
135958;02-01-2018;14;2018-01-02 09:00:00;2018-01-02 14:00:00;MGU_from;EBJ_end
148893;02-01-2018;2;2018-01-02 16:00:00;2018-01-02 20:00:00;MGU_from;TYE_to
148907;02-01-2018;14;2018-01-02 09:00:00;2018-01-02 13:00:00;MGU_from;TYE_to
161532;02-01-2018;3;2018-01-02 06:00:00;2018-01-02 11:00:00;NSA_from;EBJ_end
164034;02-01-2018;4;2018-01-02 06:00:00;2018-01-02 11:00:00;SKJ_from;EBJ_end
164071;02-01-2018;1;2018-01-02 06:00:00;2018-01-02 10:00:00;SKJ_from;GOC_to
165841;02-01-2018;14;2018-01-02 09:00:00;2018-01-02 13:00:00;TYE_from;MGU_to
171079;02-01-2018;8;2018-01-02 10:00:00;2018-01-02 15:00:00;TYW_from;EBJ_end
