;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
6216;04-07-2019;3;2019-07-04 18:00:00;2019-07-04 23:00:00;CEA_from;EBJ_end
16486;04-07-2019;16;2019-07-04 05:00:00;2019-07-04 09:00:00;CEA_from;GOC_to
16585;04-07-2019;9;2019-07-04 17:00:00;2019-07-04 21:00:00;CEA_from;GOC_to
20422;04-07-2019;2;2019-07-04 17:00:00;2019-07-04 21:00:00;CEA_from;HAL_to
20531;04-07-2019;12;2019-07-04 06:00:00;2019-07-04 10:00:00;CEA_from;HAL_to
22107;04-07-2019;1;2019-07-04 06:00:00;2019-07-04 10:00:00;CEA_from;MGU_to
24146;04-07-2019;1;2019-07-04 17:00:00;2019-07-04 21:00:00;CEA_from;TYW_to
30477;04-07-2019;12;2019-07-04 13:00:00;2019-07-04 17:00:00;DAF_from;EBJ_end
43922;04-07-2019;9;2019-07-04 15:00:00;2019-07-04 21:00:00;EBJ_start;CEA_to
51459;04-07-2019;3;2019-07-04 11:00:00;2019-07-04 16:00:00;EBJ_start;DAF_to
58848;04-07-2019;13;2019-07-04 08:00:00;2019-07-04 13:00:00;EBJ_start;GOC_to
62685;04-07-2019;3;2019-07-04 15:00:00;2019-07-04 21:00:00;EBJ_start;HAL_to
62758;04-07-2019;10;2019-07-04 04:00:00;2019-07-04 09:00:00;EBJ_start;HAL_to
66043;04-07-2019;12;2019-07-04 15:00:00;2019-07-04 21:00:00;EBJ_start;HBC_to
72749;04-07-2019;4;2019-07-04 15:00:00;2019-07-04 21:00:00;EBJ_start;MGU_to
96455;04-07-2019;16;2019-07-04 17:00:00;2019-07-04 22:00:00;GOC_from;CEA_to
96599;04-07-2019;11;2019-07-04 05:00:00;2019-07-04 10:00:00;GOC_from;CEA_to
102233;04-07-2019;15;2019-07-04 09:00:00;2019-07-04 14:00:00;GOC_from;EBJ_end
111927;04-07-2019;9;2019-07-04 17:00:00;2019-07-04 21:00:00;HAL_from;CEA_to
112280;04-07-2019;2;2019-07-04 05:00:00;2019-07-04 09:00:00;HAL_from;CEA_to
113613;04-07-2019;8;2019-07-04 17:00:00;2019-07-04 22:00:00;HAL_from;EBJ_end
118934;04-07-2019;1;2019-07-04 17:00:00;2019-07-04 21:00:00;HAL_from;HBC_to
119571;04-07-2019;10;2019-07-04 06:00:00;2019-07-04 10:00:00;HAL_from;NSA_to
124653;04-07-2019;7;2019-07-04 17:00:00;2019-07-04 22:00:00;HBC_from;EBJ_end
131935;04-07-2019;2;2019-07-04 17:00:00;2019-07-04 21:00:00;HBC_from;HAL_to
133508;04-07-2019;1;2019-07-04 17:00:00;2019-07-04 21:00:00;MGU_from;CEA_to
141225;04-07-2019;8;2019-07-04 18:00:00;2019-07-04 23:00:00;MGU_from;EBJ_end
153021;04-07-2019;14;2019-07-04 00:00:00;2019-07-04 08:00:00;MIN_from;EBJ_end
153025;04-07-2019;8;2019-07-04 00:00:00;2019-07-04 09:00:00;MIN_from;EBJ_end
158424;04-07-2019;10;2019-07-04 06:00:00;2019-07-04 11:00:00;NSA_from;EBJ_end
