;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
6934;05-04-2019;12;2019-04-05 09:00:00;2019-04-05 14:00:00;CEA_from;EBJ_end
14184;05-04-2019;15;2019-04-05 05:00:00;2019-04-05 09:00:00;CEA_from;GOC_to
14585;05-04-2019;3;2019-04-05 18:00:00;2019-04-05 22:00:00;CEA_from;GOC_to
22134;05-04-2019;12;2019-04-05 05:00:00;2019-04-05 10:00:00;CEA_from;MGU_to
38102;05-04-2019;9;2019-04-05 17:00:00;2019-04-05 21:00:00;DAF_from;MGU_to
38223;05-04-2019;8;2019-04-05 06:00:00;2019-04-05 10:00:00;DAF_from;MGU_to
43034;05-04-2019;8;2019-04-05 08:00:00;2019-04-05 13:00:00;EBJ_start;CEA_to
43088;05-04-2019;14;2019-04-05 04:00:00;2019-04-05 09:00:00;EBJ_start;CEA_to
50853;05-04-2019;2;2019-04-05 15:00:00;2019-04-05 21:00:00;EBJ_start;DAF_to
58080;05-04-2019;7;2019-04-05 15:00:00;2019-04-05 21:00:00;EBJ_start;GOC_to
73545;05-04-2019;11;2019-04-05 15:00:00;2019-04-05 21:00:00;EBJ_start;MGU_to
73905;05-04-2019;13;2019-04-05 04:00:00;2019-04-05 09:00:00;EBJ_start;MGU_to
86023;05-04-2019;5;2019-04-05 15:00:00;2019-04-05 21:00:00;EBJ_start;SKJ_to
88495;05-04-2019;6;2019-04-05 08:00:00;2019-04-05 13:00:00;EBJ_start;TYW_to
94465;05-04-2019;6;2019-04-05 05:00:00;2019-04-05 09:00:00;GOC_from;CEA_to
94663;05-04-2019;10;2019-04-05 18:00:00;2019-04-05 22:00:00;GOC_from;CEA_to
103768;05-04-2019;7;2019-04-05 17:00:00;2019-04-05 22:00:00;GOC_from;EBJ_end
110858;05-04-2019;3;2019-04-05 05:00:00;2019-04-05 10:00:00;GOC_from;MGU_to
112889;05-04-2019;1;2019-04-05 06:00:00;2019-04-05 10:00:00;HAL_from;DAF_to
119397;05-04-2019;2;2019-04-05 16:00:00;2019-04-05 21:00:00;HAL_from;MGU_to
122469;05-04-2019;1;2019-04-05 17:00:00;2019-04-05 21:00:00;HBC_from;DAF_to
133459;05-04-2019;4;2019-04-05 17:00:00;2019-04-05 22:00:00;MGU_from;CEA_to
135545;05-04-2019;8;2019-04-05 17:00:00;2019-04-05 21:00:00;MGU_from;DAF_to
135551;05-04-2019;9;2019-04-05 06:00:00;2019-04-05 10:00:00;MGU_from;DAF_to
140296;05-04-2019;12;2019-04-05 05:00:00;2019-04-05 11:00:00;MGU_from;EBJ_end
140380;05-04-2019;15;2019-04-05 06:00:00;2019-04-05 11:00:00;MGU_from;EBJ_end
140798;05-04-2019;3;2019-04-05 17:00:00;2019-04-05 22:00:00;MGU_from;EBJ_end
144772;05-04-2019;1;2019-04-05 17:00:00;2019-04-05 22:00:00;MGU_from;GOC_to
147880;05-04-2019;2;2019-04-05 06:00:00;2019-04-05 10:00:00;MGU_from;HAL_to
151257;05-04-2019;3;2019-04-05 05:00:00;2019-04-05 09:00:00;MGU_from;TYE_to
163505;05-04-2019;5;2019-04-05 17:00:00;2019-04-05 22:00:00;SKJ_from;EBJ_end
164217;05-04-2019;1;2019-04-05 17:00:00;2019-04-05 21:00:00;SKJ_from;GOC_to
168136;05-04-2019;4;2019-04-05 05:00:00;2019-04-05 09:00:00;TYE_from;MGU_to
172714;05-04-2019;3;2019-04-05 09:00:00;2019-04-05 14:00:00;TYW_from;EBJ_end
