;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
6727;07-05-2019;2;2019-05-07 17:00:00;2019-05-07 22:00:00;CEA_from;EBJ_end
6997;07-05-2019;9;2019-05-07 06:00:00;2019-05-07 11:00:00;CEA_from;EBJ_end
14926;07-05-2019;14;2019-05-07 06:00:00;2019-05-07 10:00:00;CEA_from;GOC_to
15003;07-05-2019;13;2019-05-07 17:00:00;2019-05-07 21:00:00;CEA_from;GOC_to
20439;07-05-2019;3;2019-05-07 06:00:00;2019-05-07 10:00:00;CEA_from;HAL_to
24212;07-05-2019;4;2019-05-07 13:00:00;2019-05-07 17:00:00;CEA_from;TYW_to
30782;07-05-2019;12;2019-05-07 13:00:00;2019-05-07 18:00:00;DAF_from;EBJ_end
50469;07-05-2019;16;2019-05-07 12:00:00;2019-05-07 17:00:00;EBJ_start;DAF_to
58246;07-05-2019;8;2019-05-07 15:00:00;2019-05-07 21:00:00;EBJ_start;GOC_to
58302;07-05-2019;6;2019-05-07 15:00:00;2019-05-07 20:00:00;EBJ_start;GOC_to
73227;07-05-2019;2;2019-05-07 15:00:00;2019-05-07 20:00:00;EBJ_start;MGU_to
73334;07-05-2019;14;2019-05-07 04:00:00;2019-05-07 09:00:00;EBJ_start;MGU_to
78328;07-05-2019;14;2019-05-07 09:00:00;2019-05-07 14:00:00;EBJ_start;MIN_to
78596;07-05-2019;15;2019-05-07 08:00:00;2019-05-07 13:00:00;EBJ_start;MIN_to
82618;07-05-2019;1;2019-05-07 15:00:00;2019-05-07 20:00:00;EBJ_start;NSA_to
85964;07-05-2019;5;2019-05-07 15:00:00;2019-05-07 21:00:00;EBJ_start;SKJ_to
88421;07-05-2019;12;2019-05-07 11:00:00;2019-05-07 17:00:00;EBJ_start;TYW_to
94866;07-05-2019;12;2019-05-07 17:00:00;2019-05-07 21:00:00;GOC_from;CEA_to
94964;07-05-2019;14;2019-05-07 06:00:00;2019-05-07 10:00:00;GOC_from;CEA_to
103372;07-05-2019;12;2019-05-07 17:00:00;2019-05-07 22:00:00;GOC_from;EBJ_end
112200;07-05-2019;3;2019-05-07 16:00:00;2019-05-07 20:00:00;HAL_from;CEA_to
124913;07-05-2019;1;2019-05-07 06:00:00;2019-05-07 11:00:00;HBC_from;EBJ_end
133424;07-05-2019;2;2019-05-07 16:00:00;2019-05-07 20:00:00;MGU_from;CEA_to
133450;07-05-2019;9;2019-05-07 05:00:00;2019-05-07 10:00:00;MGU_from;CEA_to
151360;07-05-2019;14;2019-05-07 05:00:00;2019-05-07 09:00:00;MGU_from;TYE_to
151561;07-05-2019;1;2019-05-07 16:00:00;2019-05-07 20:00:00;MGU_from;TYE_to
152639;07-05-2019;11;2019-05-07 10:00:00;2019-05-07 15:00:00;MIN_from;EBJ_end
152928;07-05-2019;15;2019-05-07 09:00:00;2019-05-07 14:00:00;MIN_from;EBJ_end
163467;07-05-2019;6;2019-05-07 17:00:00;2019-05-07 22:00:00;SKJ_from;EBJ_end
164206;07-05-2019;1;2019-05-07 17:00:00;2019-05-07 21:00:00;SKJ_from;GOC_to
168427;07-05-2019;9;2019-05-07 05:00:00;2019-05-07 09:00:00;TYE_from;MGU_to
170070;07-05-2019;1;2019-05-07 13:00:00;2019-05-07 17:00:00;TYW_from;CEA_to
172832;07-05-2019;15;2019-05-07 13:00:00;2019-05-07 18:00:00;TYW_from;EBJ_end
