;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
6147;04-06-2019;2;2019-06-04 17:00:00;2019-06-04 22:00:00;CEA_from;EBJ_end
15641;04-06-2019;14;2019-06-04 17:00:00;2019-06-04 21:00:00;CEA_from;GOC_to
15943;04-06-2019;16;2019-06-04 05:00:00;2019-06-04 09:00:00;CEA_from;GOC_to
20335;04-06-2019;5;2019-06-04 05:00:00;2019-06-04 10:00:00;CEA_from;HAL_to
24135;04-06-2019;4;2019-06-04 09:00:00;2019-06-04 13:00:00;CEA_from;TYW_to
27837;04-06-2019;1;2019-06-04 16:00:00;2019-06-04 21:00:00;DAF_from;CEA_to
30513;04-06-2019;12;2019-06-04 09:00:00;2019-06-04 14:00:00;DAF_from;EBJ_end
43412;04-06-2019;4;2019-06-04 15:00:00;2019-06-04 21:00:00;EBJ_start;CEA_to
49785;04-06-2019;15;2019-06-04 08:00:00;2019-06-04 13:00:00;EBJ_start;DAF_to
51163;04-06-2019;1;2019-06-04 15:00:00;2019-06-04 20:00:00;EBJ_start;DAF_to
58509;04-06-2019;8;2019-06-04 11:00:00;2019-06-04 16:00:00;EBJ_start;GOC_to
58566;04-06-2019;2;2019-06-04 15:00:00;2019-06-04 21:00:00;EBJ_start;GOC_to
62595;04-06-2019;14;2019-06-04 04:00:00;2019-06-04 09:00:00;EBJ_start;HAL_to
62648;04-06-2019;1;2019-06-04 15:00:00;2019-06-04 20:00:00;EBJ_start;HAL_to
72957;04-06-2019;3;2019-06-04 15:00:00;2019-06-04 20:00:00;EBJ_start;MGU_to
73235;04-06-2019;13;2019-06-04 05:00:00;2019-06-04 10:00:00;EBJ_start;MGU_to
85988;04-06-2019;4;2019-06-04 11:00:00;2019-06-04 17:00:00;EBJ_start;SKJ_to
88229;04-06-2019;12;2019-06-04 08:00:00;2019-06-04 13:00:00;EBJ_start;TYW_to
95593;04-06-2019;14;2019-06-04 05:00:00;2019-06-04 09:00:00;GOC_from;CEA_to
95932;04-06-2019;14;2019-06-04 17:00:00;2019-06-04 21:00:00;GOC_from;CEA_to
103029;04-06-2019;11;2019-06-04 12:00:00;2019-06-04 18:00:00;GOC_from;EBJ_end
112158;04-06-2019;6;2019-06-04 16:00:00;2019-06-04 21:00:00;HAL_from;CEA_to
119535;04-06-2019;14;2019-06-04 06:00:00;2019-06-04 10:00:00;HAL_from;MIN_to
140834;04-06-2019;12;2019-06-04 06:00:00;2019-06-04 11:00:00;MGU_from;EBJ_end
151484;04-06-2019;10;2019-06-04 06:00:00;2019-06-04 10:00:00;MGU_from;TYE_to
152614;04-06-2019;16;2019-06-04 06:00:00;2019-06-04 11:00:00;MIN_from;EBJ_end
155785;04-06-2019;7;2019-06-04 16:00:00;2019-06-04 10:00:00;MTR_from;EBJ_end
163452;04-06-2019;5;2019-06-04 13:00:00;2019-06-04 18:00:00;SKJ_from;EBJ_end
168482;04-06-2019;9;2019-06-04 06:00:00;2019-06-04 10:00:00;TYE_from;MGU_to
169968;04-06-2019;1;2019-06-04 09:00:00;2019-06-04 13:00:00;TYW_from;CEA_to
172879;04-06-2019;14;2019-06-04 09:00:00;2019-06-04 14:00:00;TYW_from;EBJ_end
