;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
5356;07-08-2019;11;2019-08-07 18:00:00;2019-08-07 23:00:00;CEA_from;EBJ_end
17261;07-08-2019;13;2019-08-07 17:00:00;2019-08-07 21:00:00;CEA_from;GOC_to
17568;07-08-2019;14;2019-08-07 05:00:00;2019-08-07 09:00:00;CEA_from;GOC_to
20519;07-08-2019;11;2019-08-07 06:00:00;2019-08-07 10:00:00;CEA_from;HAL_to
22090;07-08-2019;1;2019-08-07 17:00:00;2019-08-07 21:00:00;CEA_from;MGU_to
22106;07-08-2019;1;2019-08-07 06:00:00;2019-08-07 10:00:00;CEA_from;MGU_to
24109;07-08-2019;5;2019-08-07 17:00:00;2019-08-07 21:00:00;CEA_from;TYW_to
29934;07-08-2019;15;2019-08-07 14:00:00;2019-08-07 19:00:00;DAF_from;EBJ_end
38578;07-08-2019;1;2019-08-07 14:00:00;2019-08-07 18:00:00;DAF_from;MIN_to
44192;07-08-2019;6;2019-08-07 15:00:00;2019-08-07 21:00:00;EBJ_start;CEA_to
51617;07-08-2019;16;2019-08-07 13:00:00;2019-08-07 18:00:00;EBJ_start;DAF_to
59040;07-08-2019;11;2019-08-07 04:00:00;2019-08-07 10:00:00;EBJ_start;GOC_to
63794;07-08-2019;10;2019-08-07 16:00:00;2019-08-07 21:00:00;EBJ_start;HAR_to
65855;07-08-2019;10;2019-08-07 16:00:00;2019-08-07 21:00:00;EBJ_start;HBC_to
72214;07-08-2019;8;2019-08-07 13:00:00;2019-08-07 18:00:00;EBJ_start;MGU_to
72215;07-08-2019;15;2019-08-07 12:00:00;2019-08-07 18:00:00;EBJ_start;MGU_to
81992;07-08-2019;7;2019-08-07 15:00:00;2019-08-07 20:00:00;EBJ_start;NSA_to
82151;07-08-2019;14;2019-08-07 04:00:00;2019-08-07 09:00:00;EBJ_start;NSA_to
97220;07-08-2019;13;2019-08-07 05:00:00;2019-08-07 09:00:00;GOC_from;CEA_to
97476;07-08-2019;15;2019-08-07 17:00:00;2019-08-07 21:00:00;GOC_from;CEA_to
102061;07-08-2019;11;2019-08-07 06:00:00;2019-08-07 11:00:00;GOC_from;EBJ_end
110938;07-08-2019;1;2019-08-07 17:00:00;2019-08-07 21:00:00;GOC_from;MGU_to
111944;07-08-2019;4;2019-08-07 17:00:00;2019-08-07 21:00:00;HAL_from;CEA_to
113684;07-08-2019;5;2019-08-07 17:00:00;2019-08-07 22:00:00;HAL_from;EBJ_end
118965;07-08-2019;4;2019-08-07 17:00:00;2019-08-07 21:00:00;HAL_from;HBC_to
120427;07-08-2019;9;2019-08-07 17:00:00;2019-08-07 22:00:00;HAR_from;EBJ_end
124211;07-08-2019;5;2019-08-07 17:00:00;2019-08-07 22:00:00;HBC_from;EBJ_end
132004;07-08-2019;1;2019-08-07 17:00:00;2019-08-07 21:00:00;HBC_from;HAL_to
133670;07-08-2019;1;2019-08-07 18:00:00;2019-08-07 22:00:00;MGU_from;CEA_to
141673;07-08-2019;29;2019-08-07 14:00:00;2019-08-07 19:00:00;MGU_from;EBJ_end
151796;07-08-2019;7;2019-08-07 14:00:00;2019-08-07 18:00:00;MGU_from;TYE_to
156115;07-08-2019;7;2019-08-07 17:00:00;2019-08-07 21:00:00;NSA_from;CEA_to
158181;07-08-2019;16;2019-08-07 06:00:00;2019-08-07 11:00:00;NSA_from;EBJ_end
168766;07-08-2019;8;2019-08-07 14:00:00;2019-08-07 18:00:00;TYE_from;MGU_to
169853;07-08-2019;3;2019-08-07 18:00:00;2019-08-07 22:00:00;TYW_from;CEA_to
