;FDATE;DEMAND;BETWEEN_;AND_;DEST_FROM;DEST_TO
4446;03-12-2019;2;2019-12-03 17:00:00;2019-12-03 22:00:00;CEA_from;EBJ_end
18836;03-12-2019;11;2019-12-03 05:00:00;2019-12-03 09:00:00;CEA_from;GOC_to
19553;03-12-2019;8;2019-12-03 17:00:00;2019-12-03 21:00:00;CEA_from;GOC_to
21991;03-12-2019;13;2019-12-03 06:00:00;2019-12-03 10:00:00;CEA_from;MGU_to
23517;03-12-2019;1;2019-12-03 05:00:00;2019-12-03 09:00:00;CEA_from;SKJ_to
23651;03-12-2019;5;2019-12-03 10:00:00;2019-12-03 14:00:00;CEA_from;TYW_to
23782;03-12-2019;1;2019-12-03 17:00:00;2019-12-03 21:00:00;CEA_from;TYW_to
29297;03-12-2019;12;2019-12-03 10:00:00;2019-12-03 15:00:00;DAF_from;EBJ_end
45325;03-12-2019;2;2019-12-03 15:00:00;2019-12-03 21:00:00;EBJ_start;CEA_to
45540;03-12-2019;13;2019-12-03 04:00:00;2019-12-03 09:00:00;EBJ_start;CEA_to
52447;03-12-2019;10;2019-12-03 08:00:00;2019-12-03 14:00:00;EBJ_start;DAF_to
58390;03-12-2019;13;2019-12-03 12:00:00;2019-12-03 17:00:00;EBJ_start;GOC_to
62921;03-12-2019;4;2019-12-03 15:00:00;2019-12-03 20:00:00;EBJ_start;HAL_to
65425;03-12-2019;5;2019-12-03 15:00:00;2019-12-03 20:00:00;EBJ_start;HBC_to
79198;03-12-2019;3;2019-12-03 12:00:00;2019-12-03 17:00:00;EBJ_start;MIN_to
85717;03-12-2019;7;2019-12-03 12:00:00;2019-12-03 17:00:00;EBJ_start;SKJ_to
87965;03-12-2019;13;2019-12-03 08:00:00;2019-12-03 14:00:00;EBJ_start;TYW_to
98888;03-12-2019;9;2019-12-03 17:00:00;2019-12-03 21:00:00;GOC_from;CEA_to
99522;03-12-2019;10;2019-12-03 06:00:00;2019-12-03 10:00:00;GOC_from;CEA_to
101261;03-12-2019;11;2019-12-03 13:00:00;2019-12-03 18:00:00;GOC_from;EBJ_end
119587;03-12-2019;1;2019-12-03 05:00:00;2019-12-03 09:00:00;HAL_from;SKJ_to
122174;03-12-2019;2;2019-12-03 16:00:00;2019-12-03 21:00:00;HBC_from;CEA_to
132281;03-12-2019;1;2019-12-03 16:00:00;2019-12-03 20:00:00;HBC_from;HAL_to
132423;03-12-2019;1;2019-12-03 16:00:00;2019-12-03 20:00:00;HBC_from;MGU_to
143077;03-12-2019;11;2019-12-03 06:00:00;2019-12-03 11:00:00;MGU_from;EBJ_end
152355;03-12-2019;7;2019-12-03 06:00:00;2019-12-03 10:00:00;MGU_from;TYE_to
152491;03-12-2019;1;2019-12-03 16:00:00;2019-12-03 20:00:00;MGU_from;TYE_to
153865;03-12-2019;1;2019-12-03 13:00:00;2019-12-03 18:00:00;MIN_from;EBJ_end
155916;03-12-2019;11;2019-12-03 15:00:00;2019-12-03 09:00:00;MTR_from;EBJ_end
163238;03-12-2019;7;2019-12-03 13:00:00;2019-12-03 18:00:00;SKJ_from;EBJ_end
169369;03-12-2019;9;2019-12-03 06:00:00;2019-12-03 10:00:00;TYE_from;MGU_to
169544;03-12-2019;5;2019-12-03 10:00:00;2019-12-03 14:00:00;TYW_from;CEA_to
173354;03-12-2019;15;2019-12-03 10:00:00;2019-12-03 15:00:00;TYW_from;EBJ_end
